Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
20,Joel Andersson,se SWE,"DF,MF",Midtjylland,27,1996,25,15,1512,16.8,1,3,4,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,Matches,4,2,50.0,0.24,0.12,0.25,0.50,,60,52.5,85,12,10,23,4,1.92,34,21,+13,+0.77,+0.18,0,8,8,1,81,13,18,,,0
,Johan Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
51,John Björkengren,se SWE,MF,Randers,25,1998,31,31,2786,31.0,1,2,3,1,0,0,6,0,0.03,0.06,0.10,0.03,0.10,Matches,6,1,16.7,0.19,0.03,0.17,1.00,,90,96.7,90,30,0,,0,1.50,55,45,+10,+0.32,+3.20,0,30,39,0,12,36,51,,,0
170,John Iredale,au AUS,FW,Aalborg,24,1999,14,10,723,8.0,3,0,3,3,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,21,8,38.1,2.61,1.00,0.14,0.38,,52,25.1,64,1,4,21,2,0.79,12,16,-4,-0.50,+0.71,0,5,2,7,1,1,2,,,0
1,Jonas Abbew,dk DEN,DF,AGF,22,2002,17,10,865,9.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.10,0.00,0.00,,,51,30.0,73,1,7,19,11,1.41,12,17,-5,-0.52,-1.06,0,8,1,1,2,9,5,,,0
207,Jonas Krumrey,de GER,GK,Lyngby,20,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,9.4,90,3,0,,2,1.00,2,3,-1,-0.33,+0.22,0,0,0,0,0,0,0,,,0
229,Jonas Lössl,dk DEN,GK,Midtjylland,35,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,31.3,90,10,0,,22,2.00,24,12,+12,+1.20,+0.75,0,0,1,0,0,0,0,,,0
12,Jonathan Amon,us USA,"FW,MF",Lyngby,25,1999,23,16,1426,15.8,3,0,3,3,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches,20,7,35.0,1.26,0.44,0.15,0.43,,62,49.5,76,4,7,31,4,0.65,8,21,-13,-0.82,-0.57,0,16,23,4,36,5,7,,,0
,Jonathan Hutters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
370,Jonathan Ægidius,dk DEN,GK,Lyngby,22,2002,6,6,535,5.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,89,18.6,89,5,0,,9,1.33,7,9,-2,-0.34,+0.24,0,0,1,0,0,0,0,,,0
217,Jordan Larsson,se SWE,"MF,FW",FC Copenhagen,27,1997,19,18,1290,14.3,8,2,10,8,0,0,4,0,0.56,0.14,0.70,0.56,0.70,Matches,31,14,45.2,2.16,0.98,0.26,0.57,,68,44.8,71,1,1,6,5,2.21,25,14,+11,+0.77,-0.14,0,12,16,1,20,9,8,,,0
348,Jordi Vanlerberghe,be BEL,DF,Brøndby,28,1996,22,16,1430,15.9,2,0,2,2,0,0,5,0,0.13,0.00,0.13,0.13,0.13,Matches,16,3,18.8,1.01,0.19,0.13,0.67,,65,49.7,83,12,6,18,3,1.73,28,17,+11,+0.69,+0.63,0,10,14,2,23,25,34,,,0
126,Jose Gallegos,us USA,"MF,FW",SønderjyskE,22,2001,15,4,452,5.0,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,5,1,20.0,1.00,0.20,0.20,1.00,,30,15.7,60,0,11,19,13,0.80,6,13,-7,-1.39,-1.02,0,4,6,0,8,3,10,,,0
294,Josip Radošević,hr CRO,MF,Brøndby,30,1994,15,11,862,9.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3,0,0.0,0.31,0.00,0.00,,,57,29.9,74,4,4,13,2,1.73,18,12,+6,+0.63,+0.36,0,10,5,0,9,8,13,,,0
6,Jubril Adedeji,ng NGA,"FW,MF",Aalborg,24,2000,8,3,295,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9,0,0.0,2.75,0.00,0.00,,,37,10.2,60,0,5,23,4,0.75,5,5,0,0.00,+1.15,0,6,12,1,2,2,1,,,0
213,Juho Lähteenmäki,fi FIN,DF,Nordsjælland,18,2006,15,13,1068,11.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3,0,0.0,0.25,0.00,0.00,,,71,37.1,79,5,2,20,0,1.33,19,19,0,0.00,+0.15,0,7,10,0,12,7,18,,,0
261,Julius Nielsen,dk DEN,"DF,MF",Silkeborg,18,2006,20,5,639,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4,2,50.0,0.56,0.28,0.00,0.00,,32,22.2,69,2,15,19,12,1.60,9,10,-1,-0.14,-0.78,0,10,0,3,15,5,14,,,0
187,Juninho,br BRA,DF,Midtjylland,28,1995,9,4,419,4.7,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,9,3,33.3,1.93,0.64,0.11,0.33,,47,14.5,78,2,5,22,4,1.78,8,7,+1,+0.21,-0.55,0,5,1,0,2,5,3,,,0
79,Justin Che,us USA,DF,Brøndby,20,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,2,0.1,,0,1,2,6,3.00,0,0,0,0.00,-0.38,0,0,0,0,0,0,1,,,0
174,Justin Janssen,dk DEN,MF,Nordsjælland,18,2006,12,2,262,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2,0,0.0,0.69,0.00,0.00,,,22,9.1,54,0,10,16,17,1.33,3,7,-4,-1.37,-1.41,0,8,3,0,1,4,7,,,0
227,Justin Lonwijk,sr SUR,MF,Viborg,24,1999,20,11,945,10.5,1,1,2,1,0,0,6,0,0.10,0.10,0.19,0.10,0.19,Matches,17,5,29.4,1.62,0.48,0.06,0.20,,47,32.8,70,1,9,20,3,1.45,19,19,0,0.00,-0.33,0,19,16,1,8,14,15,,,0
96,Kasper Davidsen,dk DEN,MF,Aalborg,19,2005,27,24,1770,19.7,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches,13,4,30.8,0.66,0.20,0.00,0.00,,66,61.5,70,8,3,30,4,0.70,22,38,-16,-0.81,+0.56,0,37,32,0,2,24,40,,,0
254,Kasper Mølgaard Jørgensen,dk DEN,DF,Aalborg,24,1999,30,30,2667,29.6,4,2,6,3,1,1,4,0,0.13,0.07,0.20,0.10,0.17,Matches,50,12,24.0,1.69,0.40,0.06,0.25,,89,92.6,89,28,0,,0,0.70,30,61,-31,-1.05,-0.20,0,14,20,1,110,32,22,,,0
184,Kelvin John,tz TAN,FW,Aalborg,21,2003,23,5,739,8.2,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches,6,4,66.7,0.73,0.49,0.17,0.25,,32,25.7,70,0,18,22,8,0.87,4,24,-20,-2.44,-1.89,0,8,7,4,10,2,6,,,0
101,Kevin Diks,id IDN,DF,FC Copenhagen,27,1996,24,19,1644,18.3,5,2,7,0,5,5,2,0,0.27,0.11,0.38,0.00,0.11,Matches,20,8,40.0,1.09,0.44,0.00,0.00,,69,57.1,81,14,5,22,0,1.92,31,20,+11,+0.60,-0.56,0,9,20,0,23,20,22,,,0
244,Kevin Mbabu,ch SUI,DF,Midtjylland,29,1995,23,22,1745,19.4,2,1,3,2,0,0,7,0,0.10,0.05,0.15,0.10,0.15,Matches,12,4,33.3,0.62,0.21,0.17,0.50,,76,60.6,79,11,1,7,0,1.96,35,27,+8,+0.41,-0.70,0,29,17,2,92,23,31,,,0
345,Kevin Tshiembe,dk DEN,DF,Brøndby,27,1997,4,2,154,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.58,0.00,0.00,,,39,5.3,68,1,2,10,10,1.50,5,4,+1,+0.58,+0.22,0,3,2,0,1,0,7,,,0
,Kevin Yakob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,
144,Kian Hansen,dk DEN,DF,Nordsjælland,35,1989,16,15,1122,12.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3,0,0.0,0.24,0.00,0.00,,,70,39.0,73,6,1,24,6,1.25,17,26,-9,-0.72,-1.03,0,6,5,0,4,10,7,,,0
119,Kolbeinn Finnsson,is ISL,"MF,DF",Lyngby,24,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5,1,20.0,1.00,0.20,0.00,0.00,,90,15.6,90,5,0,,0,0.40,3,8,-5,-1.00,-0.56,0,5,3,1,20,4,2,,,0
237,Kristall Máni Ingason,is ISL,"FW,MF",SønderjyskE,22,2002,20,16,1400,15.6,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches,19,7,36.8,1.22,0.45,0.05,0.14,,70,48.6,78,5,4,38,0,1.05,18,35,-17,-1.09,-1.09,0,15,18,2,52,9,10,,,0
29,Kristian Arnstad,no NOR,MF,AGF,20,2003,24,18,1618,18.0,1,1,2,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,Matches,20,6,30.0,1.11,0.33,0.05,0.17,,67,56.2,79,6,6,33,0,0.88,22,30,-8,-0.44,-1.51,0,29,25,0,39,13,27,,,0
196,Kristian Kirkegaard,dk DEN,"MF,FW",Vejle BK,26,1997,29,19,1857,20.6,2,1,3,2,0,0,6,0,0.10,0.05,0.15,0.10,0.15,Matches,30,5,16.7,1.45,0.24,0.07,0.40,,64,64.5,83,10,10,28,0,0.86,29,37,-8,-0.39,+1.28,0,35,38,3,34,21,21,,,0
31,Kristoffer Askildsen,no NOR,MF,Midtjylland,23,2001,12,6,543,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5,1,20.0,0.83,0.17,0.00,0.00,,45,18.9,72,1,6,18,4,1.50,11,10,+1,+0.17,-0.64,0,7,10,0,5,12,8,,,0
,Kristoffer Klaesson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,7,,,,,,,,,,,,,,,,
205,Lars Kramer,nl NED,DF,Aalborg,25,1999,29,28,2524,28.0,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,20,3,15.0,0.71,0.11,0.00,0.00,,87,87.6,88,27,1,48,2,0.83,34,62,-28,-1.00,+0.27,0,20,14,0,2,35,24,,,1
120,Lasse Flö,dk DEN,DF,Vejle BK,18,2005,11,10,708,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.13,0.00,0.00,,,64,24.6,69,2,1,23,1,1.36,10,13,-3,-0.38,+0.61,0,5,10,0,15,12,9,,,0
312,Lauge Sandgrav,dk DEN,"MF,FW",Lyngby,19,2004,32,26,2203,24.5,1,3,4,1,0,0,1,0,0.04,0.12,0.16,0.04,0.16,Matches,20,1,5.0,0.82,0.04,0.05,1.00,,69,76.5,78,10,6,30,0,0.84,16,35,-19,-0.78,-1.04,0,22,32,2,17,24,31,,,0
283,Laurits Pedersen,dk DEN,MF,Randers,18,2006,17,4,566,6.3,0,1,1,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches,1,0,0.0,0.16,0.00,0.00,,,33,19.7,66,0,13,23,8,1.41,12,14,-2,-0.32,-0.67,0,11,1,0,2,7,13,,,0
141,Lee Hanbeom,kr KOR,DF,Midtjylland,22,2002,11,8,733,8.1,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches,5,1,20.0,0.61,0.12,0.00,0.00,,67,25.5,88,7,3,10,19,2.82,21,8,+13,+1.60,+1.22,0,10,3,1,1,9,8,,,0
199,Leon Klassen,ru RUS,"DF,MF",Lyngby,24,2000,22,18,1667,18.5,1,3,4,1,0,0,7,1,0.05,0.16,0.22,0.05,0.22,Matches,11,4,36.4,0.59,0.22,0.09,0.25,,76,57.9,86,14,4,30,0,0.95,14,26,-12,-0.65,-0.28,1,15,22,0,121,32,19,,,0
357,Leopold Wahlstedt,se SWE,GK,AGF,25,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,12.5,90,4,0,,20,0.00,5,12,-7,-1.75,-2.25,0,0,0,0,0,0,0,,,0
259,Levy Nene,gh GHA,FW,Nordsjælland,18,2006,19,6,589,6.5,3,1,4,3,0,0,1,0,0.46,0.15,0.61,0.46,0.61,Matches,24,14,58.3,3.67,2.14,0.13,0.21,,31,20.5,65,1,13,15,6,1.53,10,14,-4,-0.61,-0.65,0,13,13,5,2,3,3,,,0
292,Lirim Qamili,mk MKD,"FW,MF",SønderjyskE,26,1998,26,23,2059,22.9,11,5,16,9,2,3,3,0,0.48,0.22,0.70,0.39,0.61,Matches,55,26,47.3,2.40,1.14,0.16,0.35,,79,71.5,86,13,3,29,0,1.15,36,48,-12,-0.52,+0.02,0,36,32,10,29,11,22,,,0
157,Lucas Hey,dk DEN,DF,Nordsjælland,21,2003,17,16,1438,16.0,1,2,3,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches,4,2,50.0,0.25,0.13,0.25,0.50,,85,49.9,89,15,1,16,0,1.53,29,26,+3,+0.19,+0.56,0,12,23,0,2,17,11,,,0
165,Lucas Høgsberg,dk DEN,DF,Nordsjælland,18,2006,28,23,2154,23.9,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,3,0,0.0,0.13,0.00,0.00,,,77,74.8,90,23,5,17,3,1.36,39,42,-3,-0.13,-0.13,0,17,25,0,14,24,24,,,1
226,Lucas Lissens,be BEL,DF,Lyngby,23,2001,28,27,2436,27.1,1,1,2,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,Matches,23,5,21.7,0.85,0.18,0.04,0.20,,87,84.6,89,26,1,45,0,0.93,23,37,-14,-0.52,+0.09,0,23,20,1,11,50,36,,,0
230,Lucas Lund Pedersen,dk DEN,GK,Viborg,24,2000,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,56.3,90,18,0,,14,1.33,34,34,0,0.00,-0.50,0,0,2,0,0,0,0,,,0
,Ludwig Vraa-Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,7,,,,,,,,,,,,,,,,
74,Luka Callo,dk DEN,DF,AGF,18,2006,4,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,2,0.3,,0,4,2,7,3.00,0,0,0,0.00,-0.22,0,0,0,0,0,1,1,,,0
162,Luka Hujber,hr CRO,"DF,MF",Vejle BK,25,1999,19,9,936,10.4,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,3,0,0.0,0.29,0.00,0.00,,,49,32.5,76,4,10,26,8,0.74,12,23,-11,-1.06,-0.32,0,18,5,0,15,15,28,,,0
52,Lukas Björklund,se SWE,MF,SønderjyskE,20,2004,31,25,1797,20.0,2,2,4,2,0,0,6,0,0.10,0.10,0.20,0.10,0.20,Matches,14,8,57.1,0.70,0.40,0.14,0.25,,58,62.4,66,1,6,26,0,1.10,30,44,-14,-0.70,-0.45,0,46,20,2,18,15,8,,,0
197,Lukas Kirkegaard,dk DEN,DF,Viborg,19,2005,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,5,0.3,,0,2,5,14,3.00,1,0,+1,+9.00,+8.81,0,0,0,0,0,0,0,,,0
,Lukas Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,
222,Lukas Lerager,dk DEN,MF,FC Copenhagen,31,1993,24,16,1565,17.4,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,17,6,35.3,0.98,0.35,0.06,0.17,,65,54.3,85,12,8,27,4,2.25,33,16,+17,+0.98,+0.29,0,35,15,4,8,16,37,,,0
156,Lundrim Hetemi,dk DEN,MF,Vejle BK,24,2000,32,30,2464,27.4,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,26,4,15.4,0.95,0.15,0.00,0.00,,77,85.6,81,19,2,20,0,0.88,33,53,-20,-0.73,+0.78,0,28,40,0,6,27,37,,,0
7,Mads Agger,dk DEN,"FW,MF",SønderjyskE,24,1999,26,20,1589,17.7,8,3,11,8,0,0,3,0,0.45,0.17,0.62,0.45,0.62,Matches,38,20,52.6,2.15,1.13,0.21,0.40,,61,55.2,69,3,6,35,1,1.12,28,35,-7,-0.40,+0.30,0,9,7,5,74,9,20,,,0
42,Mads Bech Sørensen,dk DEN,DF,Midtjylland,25,1999,31,30,2730,30.3,1,2,3,1,0,0,1,0,0.03,0.07,0.10,0.03,0.10,Matches,11,2,18.2,0.36,0.07,0.09,0.50,,88,94.8,90,30,1,30,1,1.97,62,40,+22,+0.73,+0.73,0,19,31,1,16,28,20,,,0
56,Mads Bomholt,dk DEN,MF,Aalborg,18,2005,29,15,1457,16.2,3,0,3,3,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,22,9,40.9,1.36,0.56,0.14,0.33,,50,50.6,76,3,14,23,2,0.72,20,31,-11,-0.68,+0.71,0,26,17,0,10,15,23,,,0
113,Mads Emil Madsen,dk DEN,MF,AGF,26,1998,31,30,2635,29.3,5,3,8,5,0,0,5,1,0.17,0.10,0.27,0.17,0.27,Matches,49,19,38.8,1.67,0.65,0.10,0.26,,85,91.5,87,22,1,29,0,1.19,45,44,+1,+0.03,-2.17,1,23,36,1,36,30,48,,,0
117,Mads Enggård,dk DEN,MF,Randers,20,2004,4,4,336,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,1,1,100.0,0.27,0.27,1.00,1.00,,84,11.7,84,2,0,,0,1.75,7,6,+1,+0.27,+0.06,0,5,4,0,33,1,6,,,0
123,Mads Freundlich,dk DEN,MF,Silkeborg,21,2003,27,20,1646,18.3,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches,5,2,40.0,0.27,0.11,0.20,0.50,,61,57.2,75,5,7,22,1,1.54,28,24,+4,+0.22,-0.58,0,22,31,0,9,25,15,,,0
145,Mads Hansen,dk DEN,FW,Nordsjælland,22,2002,10,1,207,2.3,1,0,1,1,0,0,0,0,0.43,0.00,0.43,0.43,0.43,Matches,4,2,50.0,1.74,0.87,0.25,0.50,,21,7.2,45,0,9,18,7,1.70,2,6,-4,-1.74,-1.77,0,3,1,3,7,0,3,,,0
215,Mads Larsen,dk DEN,MF,Silkeborg,22,2001,32,30,2377,26.4,1,3,4,1,0,0,0,0,0.04,0.11,0.15,0.04,0.15,Matches,18,3,16.7,0.68,0.11,0.06,0.33,,74,82.5,76,13,2,50,0,1.58,45,37,+8,+0.30,-0.95,0,13,29,0,13,39,17,,,0
332,Mads Søndergaard,dk DEN,MF,Viborg,21,2002,14,3,476,5.3,0,3,3,0,0,0,5,0,0.00,0.57,0.57,0.00,0.57,Matches,4,0,0.0,0.76,0.00,0.00,,,34,16.5,87,1,11,19,5,1.50,12,6,+6,+1.13,+1.10,0,19,5,0,13,4,8,,,0
178,Magnus Jensen,dk DEN,DF,Lyngby,27,1996,28,24,2219,24.7,1,3,4,1,0,0,5,0,0.04,0.12,0.16,0.04,0.16,Matches,17,5,29.4,0.69,0.20,0.06,0.20,,79,77.0,88,23,4,27,0,0.86,21,31,-10,-0.41,+0.55,0,17,16,2,11,26,20,,,0
242,Magnus Mattsson,dk DEN,"MF,FW",FC Copenhagen,25,1999,31,16,1290,14.3,3,1,4,2,1,1,2,0,0.21,0.07,0.28,0.14,0.21,Matches,39,16,41.0,2.72,1.12,0.05,0.13,,42,44.8,64,1,15,18,0,2.03,29,18,+11,+0.77,-0.14,0,21,19,1,58,7,19,,,0
358,Magnus Warming,dk DEN,FW,Lyngby,24,2000,11,4,449,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,10,4,40.0,2.00,0.80,0.00,0.00,,41,15.6,66,1,7,26,4,0.64,8,7,+1,+0.20,+0.87,0,12,9,1,9,2,2,,,0
360,Magnus Westergaard,dk DEN,MF,Viborg,26,1998,15,15,1213,13.5,2,3,5,2,0,0,6,1,0.15,0.22,0.37,0.15,0.37,Matches,21,5,23.8,1.56,0.37,0.10,0.40,,81,42.1,81,6,0,,0,1.20,21,19,+2,+0.15,-0.12,1,23,26,2,7,18,18,,,0
2,Malik Abubakari,gh GHA,FW,Lyngby,24,2000,17,7,665,7.4,0,0,0,0,0,1,5,0,0.00,0.00,0.00,0.00,0.00,Matches,23,3,13.0,3.11,0.41,0.00,0.00,,39,23.1,74,4,10,15,4,0.71,7,9,-2,-0.27,+0.34,0,17,5,1,4,1,1,,,0
158,Malthe Hojholt,dk DEN,MF,Aalborg,23,2001,3,3,245,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,1,1,100.0,0.37,0.37,1.00,1.00,,82,8.5,82,2,0,,0,1.00,2,5,-3,-1.10,-0.08,0,2,0,0,2,6,5,,,0
90,Marc Dal Hende,dk DEN,DF,SønderjyskE,33,1990,17,12,1164,12.9,1,2,3,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,Matches,6,1,16.7,0.46,0.08,0.17,1.00,,68,40.4,90,11,5,17,11,1.59,24,20,+4,+0.31,+1.41,0,8,7,0,14,17,16,,,0
262,Marc Nielsen,dk DEN,DF,Aalborg,23,2001,12,1,286,3.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,24,9.9,90,1,11,18,14,1.00,2,10,-8,-2.52,-1.65,0,3,6,0,9,3,3,,,0
308,Marcel Rømer,dk DEN,MF,Lyngby,32,1991,11,3,329,3.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1,0,0.0,0.27,0.00,0.00,,,30,11.4,73,1,8,14,10,0.73,2,5,-3,-0.82,-0.33,0,10,10,0,5,4,3,,,0
228,Marcos López,pe PER,DF,FC Copenhagen,24,1999,17,15,1276,14.2,1,3,4,1,0,0,2,1,0.07,0.21,0.28,0.07,0.28,Matches,12,3,25.0,0.85,0.21,0.08,0.33,,75,44.3,80,9,2,40,4,2.18,31,13,+18,+1.27,+0.76,0,13,25,0,63,20,20,,,0
57,Marcus Bonde,dk DEN,MF,Aalborg,17,2007,2,0,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,47,3.2,,0,2,47,0,0.00,3,4,-1,-0.97,+0.07,0,2,0,0,0,0,3,,,0
68,Marcus Bundgaard Sørensen,dk DEN,GK,SønderjyskE,22,2001,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,90,43.8,90,14,0,,0,1.29,23,25,-2,-0.14,+0.69,0,0,2,0,0,1,0,,,0
169,Marcus Ingvartsen,dk DEN,FW,Nordsjælland,28,1996,17,17,1376,15.3,5,1,6,4,1,3,3,0,0.33,0.07,0.39,0.26,0.33,Matches,40,16,40.0,2.62,1.05,0.10,0.25,,81,47.8,81,10,0,,0,1.53,29,26,+3,+0.20,+0.56,0,27,10,4,6,6,2,,,1
105,Mario Dorgeless,ci CIV,"MF,FW",Nordsjælland,19,2004,30,28,2225,24.7,2,4,6,2,0,0,3,0,0.08,0.16,0.24,0.08,0.24,Matches,42,12,28.6,1.70,0.49,0.05,0.17,,74,77.3,77,8,2,32,1,1.43,43,41,+2,+0.08,+0.77,0,23,28,2,26,23,33,,,0
202,Marius Kolind,dk DEN,"MF,DF",Vejle BK,22,2002,21,8,1003,11.1,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,11,4,36.4,0.99,0.36,0.00,0.00,,48,34.8,85,6,13,25,6,0.71,10,23,-13,-1.17,-0.50,0,18,14,0,18,11,9,,,0
60,Mark Brink,dk DEN,MF,Nordsjælland,26,1998,24,24,2024,22.5,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,14,2,14.3,0.62,0.09,0.00,0.00,,84,70.3,84,12,0,,0,1.46,36,36,0,0.00,+0.32,0,16,9,0,9,18,25,,,0
61,Mark Brink,dk DEN,MF,Silkeborg,26,1998,5,5,449,5.0,0,1,1,0,0,0,0,1,0.00,0.20,0.20,0.00,0.20,Matches,14,2,14.3,0.62,0.09,0.00,0.00,,84,70.3,84,12,0,,0,1.46,36,36,0,0.00,+0.32,0,16,9,0,9,18,25,,,0
102,Marko Divkovic,hr CRO,"MF,DF",Brøndby,25,1999,27,13,1480,16.4,1,3,4,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,Matches,23,7,30.4,1.40,0.43,0.04,0.14,,55,51.4,85,9,14,27,0,1.41,27,26,+1,+0.06,-0.65,0,15,16,1,84,23,26,,,0
15,Markus Andersen Walker,dk DEN,DF,Nordsjælland,17,2006,2,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,15,1.0,,0,2,15,4,1.50,0,1,-1,-3.10,-3.04,0,0,0,0,0,0,1,,,0
,Marrony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,
253,Masaki Murata,jp JPN,MF,Vejle BK,24,1999,6,0,137,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1,1,100.0,0.66,0.66,0.00,0.00,,23,4.8,,0,6,23,9,0.00,1,2,-1,-0.66,+0.20,0,2,1,0,1,3,2,,,0
,Mathias Dahl Sauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,
133,Mathias Greve,dk DEN,MF,Brøndby,29,1995,4,1,126,1.4,1,0,1,1,0,0,0,0,0.71,0.00,0.71,0.71,0.71,Matches,3,1,33.3,2.14,0.71,0.33,1.00,,32,4.4,62,0,3,21,2,2.25,1,0,+1,+0.71,+0.35,0,1,0,0,1,1,1,,,0
134,Mathias Greve,dk DEN,MF,Randers,29,1995,24,24,2013,22.4,5,5,10,5,0,0,0,0,0.22,0.22,0.45,0.22,0.45,Matches,3,1,33.3,2.14,0.71,0.33,1.00,,32,4.4,62,0,3,21,2,2.25,1,0,+1,+0.71,+0.35,0,1,0,0,1,1,1,,,0
153,Mathias Hebo,dk DEN,MF,Lyngby,28,1995,21,12,1087,12.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,12,2,16.7,0.99,0.17,0.00,0.00,,52,37.7,77,7,9,18,1,0.86,11,14,-3,-0.25,+0.45,0,8,14,0,3,8,4,,,0
