Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls.1;Ast.1;G+A.1;G-PK.1;G+A-PK;Matches;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Min%;PPM;+/-90;On-Off;MP_per90;Starts_per90;Min_per90;Gls_per90;Ast_per90;G+A_per90;G-PK_per90;PK_per90;PKatt_per90;CrdY_per90;CrdR_per90;Sh_per90;SoT_per90;Dist_per90;Mn/MP_per90;Mn/Start_per90;Compl_per90;Subs_per90;Mn/Sub_per90;unSub_per90;onG_per90;onGA_per90;+/-_per90;2CrdY_per90;Fls_per90;Fld_per90;Off_per90;Crs_per90;Int_per90;TklW_per90;PKwon_per90;PKcon_per90;OG_per90
56,0;Mads Bomholt;dk DEN;MF;Aalborg;18,0;2005,0;16,2;0,19;0,0;0,19;0,19;0,19;Matches;40,9;1,36;0,56;0,14;0,33;50,6;0,72;-0,68;0,71;1,79;0,93;89,94;0,19;0,0;0,19;0,19;0,0;0,0;0,12;0,0;1,36;0,56;;3,09;4,69;0,19;0,86;1,42;0,12;1,23;1,91;-0,68;0,0;1,6;1,05;0,0;0,62;0,93;1,42;;;0,0
113,0;Mads Emil Madsen;dk DEN;MF;AGF;26,0;1998,0;29,3;0,17;0,1;0,27;0,17;0,27;Matches;38,8;1,67;0,65;0,1;0,26;91,5;1,19;0,03;-2,17;1,06;1,02;89,93;0,17;0,1;0,27;0,17;0,0;0,0;0,17;0,03;1,67;0,65;;2,9;2,97;0,75;0,03;0,99;0,0;1,54;1,5;0,03;0,03;0,78;1,23;0,03;1,23;1,02;1,64;;;0,0
117,0;Mads Enggård;dk DEN;MF;Randers;20,0;2004,0;3,7;0,27;0,0;0,27;0,27;0,27;Matches;100,0;0,27;0,27;1,0;1,0;11,7;1,75;0,27;0,06;1,08;1,08;90,81;0,27;0,0;0,27;0,27;0,0;0,0;0,0;0,0;0,27;0,27;;22,7;22,7;0,54;0,0;;0,0;1,89;1,62;0,27;0,0;1,35;1,08;0,0;8,92;0,27;1,62;;;0,0
123,0;Mads Freundlich;dk DEN;MF;Silkeborg;21,0;2003,0;18,3;0,05;0,05;0,11;0,05;0,11;Matches;40,0;0,27;0,11;0,2;0,5;57,2;1,54;0,22;-0,58;1,48;1,09;89,95;0,05;0,05;0,11;0,05;0,0;0,0;0,16;0,0;0,27;0,11;;3,33;4,1;0,27;0,38;1,2;0,05;1,53;1,31;0,22;0,0;1,2;1,69;0,0;0,49;1,37;0,82;;;0,0
215,0;Mads Larsen;dk DEN;MF;Silkeborg;22,0;2001,0;26,4;0,04;0,11;0,15;0,04;0,15;Matches;16,7;0,68;0,11;0,06;0,33;82,5;1,58;0,3;-0,95;1,21;1,14;90,04;0,04;0,11;0,15;0,04;0,0;0,0;0,0;0,0;0,68;0,11;;2,8;2,88;0,49;0,08;1,89;0,0;1,7;1,4;0,3;0,0;0,49;1,1;0,0;0,49;1,48;0,64;;;0,0
332,0;Mads Søndergaard;dk DEN;MF;Viborg;21,0;2002,0;5,3;0,0;0,57;0,57;0,0;0,57;Matches;0,0;0,76;0,0;0,0;;16,5;1,5;1,13;1,1;2,64;0,57;89,81;0,0;0,57;0,57;0,0;0,0;0,0;0,94;0,0;0,75;0,0;;6,42;16,42;0,19;2,08;3,58;0,94;2,26;1,13;1,13;0,0;3,58;0,94;0,0;2,45;0,75;1,51;;;0,0
178,0;Magnus Jensen;dk DEN;DF;Lyngby;27,0;1996,0;24,7;0,04;0,12;0,16;0,04;0,16;Matches;29,4;0,69;0,2;0,06;0,2;77,0;0,86;-0,41;0,55;1,13;0,97;89,84;0,04;0,12;0,16;0,04;0,0;0,0;0,2;0,0;0,69;0,2;;3,2;3,56;0,93;0,16;1,09;0,0;0,85;1,26;-0,4;0,0;0,69;0,65;0,08;0,45;1,05;0,81;;;0,0
242,0;Magnus Mattsson;dk DEN;MF,FW;FC Copenhagen;25,0;1999,0;14,3;0,21;0,07;0,28;0,14;0,21;Matches;41,0;2,72;1,12;0,05;0,13;44,8;2,03;0,77;-0,14;2,17;1,12;90,21;0,21;0,07;0,28;0,14;0,07;0,07;0,14;0,0;2,73;1,12;;2,94;4,48;0,07;1,05;1,26;0,0;2,03;1,26;0,77;0,0;1,47;1,33;0,07;4,06;0,49;1,33;;;0,0
358,0;Magnus Warming;dk DEN;FW;Lyngby;24,0;2000,0;5,0;0,0;0,0;0,0;0,0;0,0;Matches;40,0;2,0;0,8;0,0;0,0;15,6;0,64;0,2;0,87;2,2;0,8;89,8;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;2,0;0,8;;8,2;13,2;0,2;1,4;5,2;0,8;1,6;1,4;0,2;0,0;2,4;1,8;0,2;1,8;0,4;0,4;;;0,0
360,0;Magnus Westergaard;dk DEN;MF;Viborg;26,0;1998,0;13,5;0,15;0,22;0,37;0,15;0,37;Matches;23,8;1,56;0,37;0,1;0,4;42,1;1,2;0,15;-0,12;1,11;1,11;89,85;0,15;0,22;0,37;0,15;0,0;0,0;0,44;0,07;1,56;0,37;;6,0;6,0;0,44;0,0;;0,0;1,56;1,41;0,15;0,07;1,7;1,93;0,15;0,52;1,33;1,33;;;0,0
2,0;Malik Abubakari;gh GHA;FW;Lyngby;24,0;2000,0;7,4;0,0;0,0;0,0;0,0;0,0;Matches;13,0;3,11;0,41;0,0;0,0;23,1;0,71;-0,27;0,34;2,3;0,95;89,86;0,0;0,0;0,0;0,0;0,0;0,14;0,68;0,0;3,11;0,41;;5,27;10,0;0,54;1,35;2,03;0,54;0,95;1,22;-0,27;0,0;2,3;0,68;0,14;0,54;0,14;0,14;;;0,0
90,0;Marc Dal Hende;dk DEN;DF;SønderjyskE;33,0;1990,0;12,9;0,08;0,15;0,23;0,08;0,23;Matches;16,7;0,46;0,08;0,17;1,0;40,4;1,59;0,31;1,41;1,32;0,93;90,23;0,08;0,16;0,23;0,08;0,0;0,0;0,23;0,0;0,47;0,08;;5,27;6,98;0,85;0,39;1,32;0,85;1,86;1,55;0,31;0,0;0,62;0,54;0,0;1,09;1,32;1,24;;;0,0
262,0;Marc Nielsen;dk DEN;DF;Aalborg;23,0;2001,0;3,2;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;9,9;1,0;-2,52;-1,65;3,75;0,31;89,38;0,0;0,0;0,0;0,0;0,0;0,0;0,62;0,0;0,0;0,0;;7,5;28,12;0,31;3,44;5,62;4,38;0,62;3,12;-2,5;0,0;0,94;1,88;0,0;2,81;0,94;0,94;;;0,0
308,0;Marcel Rømer;dk DEN;MF;Lyngby;32,0;1991,0;3,7;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,27;0,0;0,0;;11,4;0,73;-0,82;-0,33;2,97;0,81;88,92;0,0;0,0;0,0;0,0;0,0;0,0;0,81;0,0;0,27;0,0;;8,11;19,73;0,27;2,16;3,78;2,7;0,54;1,35;-0,81;0,0;2,7;2,7;0,0;1,35;1,08;0,81;;;0,0
228,0;Marcos López;pe PER;DF;FC Copenhagen;24,0;1999,0;14,2;0,07;0,21;0,28;0,07;0,28;Matches;25,0;0,85;0,21;0,08;0,33;44,3;2,18;1,27;0,76;1,2;1,06;89,86;0,07;0,21;0,28;0,07;0,0;0,0;0,14;0,07;0,85;0,21;;5,28;5,63;0,63;0,14;2,82;0,28;2,18;0,92;1,27;0,0;0,92;1,76;0,0;4,44;1,41;1,41;;;0,0
68,0;Marcus Bundgaard Sørensen;dk DEN;GK;SønderjyskE;22,0;2001,0;14,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;43,8;1,29;-0,14;0,69;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;6,43;6,43;1,0;0,0;;0,0;1,64;1,79;-0,14;0,0;0,0;0,14;0,0;0,0;0,07;0,0;;;0,0
169,0;Marcus Ingvartsen;dk DEN;FW;Nordsjælland;28,0;1996,0;15,3;0,33;0,07;0,39;0,26;0,33;Matches;40,0;2,62;1,05;0,1;0,25;47,8;1,53;0,2;0,56;1,11;1,11;89,93;0,33;0,07;0,39;0,26;0,07;0,2;0,2;0,0;2,61;1,05;;5,29;5,29;0,65;0,0;;0,0;1,9;1,7;0,2;0,0;1,76;0,65;0,26;0,39;0,39;0,13;;;0,07
105,0;Mario Dorgeless;ci CIV;MF,FW;Nordsjælland;19,0;2004,0;24,7;0,08;0,16;0,24;0,08;0,24;Matches;28,6;1,7;0,49;0,05;0,17;77,3;1,43;0,08;0,77;1,21;1,13;90,08;0,08;0,16;0,24;0,08;0,0;0,0;0,12;0,0;1,7;0,49;;3,0;3,12;0,32;0,08;1,3;0,04;1,74;1,66;0,08;0,0;0,93;1,13;0,08;1,05;0,93;1,34;;;0,0
202,0;Marius Kolind;dk DEN;MF,DF;Vejle BK;22,0;2002,0;11,1;0,0;0,09;0,09;0,0;0,09;Matches;36,4;0,99;0,36;0,0;0,0;34,8;0,71;-1,17;-0,5;1,89;0,72;90,36;0,0;0,09;0,09;0,0;0,0;0,0;0,18;0,0;0,99;0,36;;4,32;7,66;0,54;1,17;2,25;0,54;0,9;2,07;-1,17;0,0;1,62;1,26;0,0;1,62;0,99;0,81;;;0,0
60,0;Mark Brink;dk DEN;MF;Nordsjælland;26,0;1998,0;22,5;0,0;0,04;0,04;0,0;0,04;Matches;14,3;0,62;0,09;0,0;0,0;70,3;1,46;0,0;0,32;1,07;1,07;89,96;0,0;0,04;0,04;0,0;0,0;0,0;0,09;0,0;0,62;0,09;;3,73;3,73;0,53;0,0;;0,0;1,6;1,6;0,0;0,0;0,71;0,4;0,0;0,4;0,8;1,11;;;0,0
61,0;Mark Brink;dk DEN;MF;Silkeborg;26,0;1998,0;5,0;0,0;0,2;0,2;0,0;0,2;Matches;14,3;0,62;0,09;0,0;0,0;70,3;1,46;0,0;0,32;1,0;1,0;89,8;0,0;0,2;0,2;0,0;0,0;0,0;0,0;0,2;2,8;0,4;;16,8;16,8;2,4;0,0;;0,0;7,2;7,2;0,0;0,0;3,2;1,8;0,0;1,8;3,6;5,0;;;0,0
102,0;Marko Divkovic;hr CRO;MF,DF;Brøndby;25,0;1999,0;16,4;0,06;0,18;0,24;0,06;0,24;Matches;30,4;1,4;0,43;0,04;0,14;51,4;1,41;0,06;-0,65;1,65;0,79;90,24;0,06;0,18;0,24;0,06;0,0;0,0;0,12;0,0;1,4;0,43;;3,35;5,18;0,55;0,85;1,65;0,0;1,65;1,59;0,06;0,0;0,91;0,98;0,06;5,12;1,4;1,59;;;0,0
134,0;Mathias Greve;dk DEN;MF;Randers;29,0;1995,0;22,4;0,22;0,22;0,45;0,22;0,45;Matches;33,3;2,14;0,71;0,33;1,0;4,4;2,25;0,71;0,35;1,07;1,07;89,87;0,22;0,22;0,45;0,22;0,0;0,0;0,0;0,0;0,13;0,04;;1,43;2,77;0,0;0,13;0,94;0,09;0,04;0,0;0,04;0,0;0,04;0,0;0,0;0,04;0,04;0,04;;;0,0
153,0;Mathias Hebo;dk DEN;MF;Lyngby;28,0;1995,0;12,1;0,0;0,0;0,0;0,0;0,0;Matches;16,7;0,99;0,17;0,0;0,0;37,7;0,86;-0,25;0,45;1,74;0,99;89,83;0,0;0,0;0,0;0,0;0,0;0,0;0,41;0,0;0,99;0,17;;4,3;6,36;0,58;0,74;1,49;0,08;0,91;1,16;-0,25;0,0;0,66;1,16;0,0;0,25;0,66;0,33;;;0,0
190,0;Mathias Jørgensen;dk DEN;FW,MF;Aalborg;23,0;2000,0;32,0;0,31;0,16;0,47;0,28;0,44;Matches;35,4;2,47;0,87;0,11;0,32;100,0;0,75;-1,03;;1,0;1,0;90,0;0,31;0,16;0,47;0,28;0,03;0,06;0,0;0,0;2,47;0,88;;2,81;2,81;1,0;0,0;;0,0;1,06;2,09;-1,03;0,0;0,31;0,31;0,34;2,25;0,19;0,25;;;0,0
211,0;Mathias Kvistgaarden;dk DEN;FW,MF;Brøndby;22,0;2002,0;22,3;0,76;0,22;0,99;0,76;0,99;Matches;48,8;3,58;1,75;0,21;0,44;69,8;1,59;0,58;0,69;1,3;1,17;90,09;0,76;0,22;0,99;0,76;0,0;0,0;0,18;0,0;3,59;1,75;;3,09;3,32;0,4;0,13;1,21;0,0;1,97;1,39;0,58;0,0;1,79;2,11;0,76;0,76;0,18;0,36;;;0,0
270,0;Matti Olsen;dk DEN;DF;SønderjyskE;29,0;1995,0;4,1;0,0;0,0;0,0;0,0;0,0;Matches;0,0;0,49;0,0;0,0;;12,8;0,71;-0,97;-0,51;1,71;0,98;90,24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,49;0,0;;12,93;20,0;0,49;0,73;3,66;1,95;1,71;2,68;-0,98;0,0;0,24;0,49;0,0;0,49;0,98;0,98;;;0,0
324,0;Maxime Soulas;fr FRA;DF;SønderjyskE;25,0;1999,0;30,5;0,07;0,07;0,13;0,07;0,13;Matches;15,8;0,62;0,1;0,11;0,67;95,3;1,1;-0,59;-1,26;1,02;1,02;90,0;0,07;0,07;0,13;0,07;0,0;0,0;0,2;0,0;0,62;0,1;;2,92;2,92;0,98;0,0;;0,0;1,48;2,07;-0,59;0,0;0,79;0,33;0,0;0,07;0,98;1,08;;;0,0
361,0;Melker Widell;se SWE;MF;Aalborg;22,0;2002,0;24,7;0,12;0,12;0,24;0,12;0,24;Matches;21,6;2,07;0,45;0,06;0,27;77,0;0,78;-0,85;0,78;1,09;1,01;89,84;0,12;0,12;0,24;0,12;0,0;0,0;0,24;0,04;2,06;0,45;;3,32;3,48;0,65;0,08;1,62;0,0;1,09;1,94;-0,85;0,04;1,09;2,35;0,08;6,76;0,65;1,26;;;0,0
9,0;Michael Akoto;de GER;DF;AGF;27,0;1997,0;3,1;0,0;0,0;0,0;0,0;0,0;Matches;100,0;0,33;0,33;0,0;0,0;9,6;1,5;1,3;1,2;2,58;0,97;89,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,32;0,32;;11,29;20,65;0,0;1,61;5,48;1,29;3,23;1,94;1,29;0,0;0,32;1,61;0,0;0,32;2,26;1,61;;;0,0
275,0;Michael Opoku;dk DEN;MF,FW;Lyngby;19,0;2005,0;10,9;0,37;0,0;0,37;0,37;0,37;Matches;35,3;3,11;1,1;0,12;0,33;34,1;0,52;-0,73;-0,31;1,93;0,92;90,18;0,37;0,0;0,37;0,37;0,0;0,09;0,18;0,0;3,12;1,1;;4,31;6,42;0,18;1,01;2,39;0,83;0,92;1,65;-0,73;0,0;1,28;1,1;0,55;2,39;0,18;0,37;;;0,0
16,0;Mikael Anderson;is ISL;MF,FW;AGF;26,0;1998,0;27,9;0,21;0,21;0,43;0,21;0,43;Matches;39,7;2,61;1,04;0,08;0,21;87,3;1,23;0,29;0,53;1,08;1,0;90,11;0,22;0,22;0,43;0,22;0,0;0,0;0,18;0,0;2,62;1,04;;3,01;3,15;0,79;0,07;0,72;0,0;1,72;1,43;0,29;0,0;1,18;2,19;0,25;3,76;0,39;0,68;;;0,0
340,0;Mike Themsen;dk DEN;MF,FW;Randers;18,0;2006,0;4,7;0,21;0,0;0,21;0,21;0,21;Matches;40,0;1,07;0,43;0,2;0,5;14,6;1,26;-0,43;-0,76;3,83;0,64;89,36;0,21;0,0;0,21;0,21;0,0;0,0;0,0;0,0;1,06;0,43;;4,89;13,83;0,0;3,19;3,19;1,91;1,06;1,49;-0,43;0,0;0,85;1,28;0,21;3,19;0,43;0,43;;;0,0
185,0;Mikel Johnsen;dk DEN;MF,FW;Midtjylland;17,0;2006,0;9,8;0,31;0,31;0,61;0,31;0,61;Matches;46,7;1,53;0,71;0,2;0,43;30,7;1,75;1,02;0,48;2,04;1,12;90,31;0,31;0,31;0,61;0,31;0,0;0,0;0,1;0,0;1,53;0,71;;4,49;6,02;0,0;0,92;2,65;0,2;1,94;0,92;1,02;0,0;0,31;2,76;0,0;3,78;0,31;0,61;;;0,0
168,0;Milan Iloski;us USA;FW,MF;Nordsjælland;25,0;1999,0;3,5;0,57;0,0;0,57;0,57;0,57;Matches;44,4;5,16;2,29;0,11;0,25;10,9;1,5;-0,29;-0,22;4,57;0,0;89,71;0,57;0,0;0,57;0,57;0,0;0,0;0,0;0,0;5,14;2,29;;5,71;;0,0;4,57;5,71;1,71;2,0;2,29;-0,29;0,0;3,14;2,86;0,86;1,71;0,0;0,29;;;0,0
296,0;Mileta Rajovic;dk DEN;FW;Brøndby;25,0;1999,0;13,6;0,37;0,15;0,52;0,29;0,44;Matches;36,6;3,02;1,11;0,1;0,27;42,4;1,63;0,29;-0,14;1,76;0,74;89,78;0,37;0,15;0,51;0,29;0,07;0,07;0,07;0,0;3,01;1,1;;3,75;6,47;0,59;1,03;1,76;0,07;1,69;1,4;0,29;0,0;0,51;0,22;0,22;0,22;0,07;0,22;;;0,0
80,0;Mohamed Cherif Haidara;gn GUI;MF;SønderjyskE;18,0;2006,0;6,1;0,16;0,0;0,16;0,16;0,16;Matches;50,0;0,98;0,49;0,17;0,33;19,1;1,24;-1,31;-0,96;2,79;0,66;90,16;0,16;0,0;0,16;0,16;0,0;0,0;0,33;0,0;0,98;0,49;;5,25;12,3;0,33;2,13;3,11;1,8;1,31;2,62;-1,31;0,0;3,11;1,48;0,0;0,0;0,98;2,3;;;0,0
111,0;Mohamed Elyounoussi;no NOR;MF,FW;FC Copenhagen;29,0;1994,0;22,2;0,36;0,31;0,67;0,36;0,67;Matches;34,5;3,78;1,3;0,1;0,28;69,5;1,89;0,99;0,48;1,22;0,95;90,18;0,36;0,32;0,68;0,36;0,0;0,05;0,0;0,0;3,78;1,31;;3,33;3,92;0,68;0,27;1,35;0,0;1,94;0,95;0,99;0,0;0,95;1,44;0,27;4,46;0,72;0,63;;;0,0
342,0;Mohamed Toure;au AUS;FW;Randers;20,0;2004,0;14,8;0,47;0,2;0,67;0,4;0,61;Matches;51,4;2,36;1,21;0,17;0,33;46,4;1,46;0,54;0,6;1,82;0,95;90,2;0,47;0,2;0,68;0,41;0,07;0,07;0,14;0,0;2,36;1,22;;3,31;4,93;0,14;0,88;1,62;0,0;2,03;1,49;0,54;0,0;1,15;1,42;0,81;0,34;0,07;0,2;;;0,0
129,0;Munashe Garan'anga;zw ZIM;DF;FC Copenhagen;23,0;2001,0;7,1;0,0;0,0;0,0;0,0;0,0;Matches;16,7;0,85;0,14;0,0;0,0;22,1;1,91;0,85;0,01;1,55;0,99;89,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,85;0,14;;8,17;11,27;0,7;0,56;2,68;1,97;1,83;0,99;0,85;0,0;0,7;0,42;0,0;0,0;2,11;0,99;;;0,0
189,0;Musa Juwara;gm GAM;MF,FW;Vejle BK;22,0;2001,0;14,4;0,28;0,21;0,49;0,28;0,49;Matches;37,2;2,98;1,11;0,09;0,25;45,0;0,83;-1,25;-0,74;2,01;0,76;90,07;0,28;0,21;0,49;0,28;0,0;0,0;0,28;0,0;2,99;1,11;;3,12;5,62;0,35;1,25;1,53;0,14;1,18;2,43;-1,25;0,0;1,04;1,11;0,28;7,64;1,04;1,74;;;0,0
182,0;Mylian Jimenez;nl NED;MF,DF;Aalborg;21,0;2003,0;14,5;0,0;0,07;0,07;0,0;0,07;Matches;18,2;0,76;0,14;0,0;0,0;45,3;0,7;-1,73;-1,27;1,86;0,9;89,93;0,0;0,07;0,07;0,0;0,0;0,0;0,48;0,0;0,76;0,14;;3,31;4,83;0,14;0,97;1,93;0,07;0,83;2,55;-1,72;0,0;1,38;0,83;0,0;4,55;1,1;1,52;;;0,0
344,0;Nathan Trott;eng ENG;GK;FC Copenhagen;25,0;1998,0;17,0;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;53,1;1,88;0,71;-0,29;1,0;1,0;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;5,29;5,29;1,0;0,0;;0,88;2,0;1,29;0,71;0,0;0,0;0,06;0,0;0,0;0,0;0,0;;;0,0
155,0;Nicklas Helenius;dk DEN;FW;Aalborg;33,0;1991,0;6,3;0,47;0,47;0,95;0,47;0,95;Matches;27,3;1,74;0,47;0,27;1,0;19,8;0,75;0,0;1,29;2,54;0,63;90,32;0,48;0,48;0,95;0,48;0,0;0,0;0,0;0,0;1,75;0,48;;5,71;10,63;0,0;1,9;3,97;0,16;1,59;1,59;0,0;0,0;0,79;1,11;0,32;0,16;0,32;0,32;;;0,0
121,0;Nicolai Flø;dk DEN;GK;SønderjyskE;28,0;1995,0;4,4;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;13,8;0,8;-1,13;-0,7;1,14;1,14;90,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;18,18;18,18;0,91;0,0;;4,55;0,91;2,05;-1,14;0,0;0,0;0,23;0,0;0,0;0,0;0,0;;;0,0
216,0;Nicolai Larsen;dk DEN;GK;Silkeborg;33,0;1991,0;30,5;0,0;0,0;0,0;0,0;0,0;Matches;;0,0;0,0;;;95,3;1,63;0,59;2,59;1,02;1,02;90,0;0,0;0,0;0,0;0,0;0,0;0,0;0,03;0,0;0,0;0,0;;2,92;2,92;0,98;0,0;;0,03;1,8;1,21;0,59;0,0;0,0;0,23;0,0;0,0;0,0;0,0;;;0,0
287,0;Nicolai Poulsen;dk DEN;MF;AGF;30,0;1993,0;22,0;0,05;0,09;0,14;0,05;0,14;Matches;45,5;0,5;0,23;0,09;0,2;68,9;1,29;0,32;0,32;1,27;1,09;90,18;0,05;0,09;0,14;0,05;0,0;0,0;0,27;0,0;0,5;0,23;;3,23;3,5;0,45;0,18;1,64;0,0;1,64;1,32;0,32;0,0;1,68;1,09;0,0;0,41;1,27;1,18;;;0,0
347,0;Nicolai Vallys;dk DEN;MF,FW;Brøndby;27,0;1996,0;19,9;0,25;0,1;0,35;0,25;0,35;Matches;43,2;1,86;0,8;0,14;0,31;62,2;1,52;0,3;-0,19;1,26;0,9;90,05;0,25;0,1;0,35;0,25;0,0;0,0;0,1;0,0;1,86;0,8;;3,62;4,42;0,55;0,35;1,56;0,0;1,71;1,41;0,3;0,0;0,8;0,5;0,3;0,65;0,5;0,75;;;0,0
