Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
524.0,Leandro Trossard,be BEL,FW,Arsenal,29.0,1994.0,38.0,28.0,2546.0,28.3,8.0,7.0,15.0,8.0,0.0,0.0,4.0,1.0,7.2,7.2,6.1,13.3,80.0,101.0,226.0,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,Matches,72.0,21.0,29.2,2.55,0.74,0.11,0.38,15.9,0.0,0.1,0.8,0.8,711.0,954.0,74.5,11435.0,2972.0,377.0,439.0,85.9,275.0,357.0,77.0,43.0,87.0,49.4,4.1,0.9,41.0,45.0,48.0,10.0,917.0,29.0,7.0,5.0,86.0,7.0,10.0,9.0,0.0,0.0,8.0,41.0,93.0,3.29,72.0,2.0,7.0,4.0,2.0,8.0,0.28,8.0,0.0,0.0,0.0,0.0,31.0,20.0,6.0,16.0,9.0,12.0,35.3,22.0,32.0,9.0,40.0,18.0,0.0,1278.0,17.0,158.0,38.0,44.2,37.0,43.0,828.0,30.0,66.0,52.0,956.0,67.0,74.4,82.0,14,10,25.0,0,1.95,53.0,26.0,27.0,0.95,0.13,44.5,24.2,20.3,0.72,0.19,1.0,27.0,0.0,0.0,0.0,104.0,6.0,20.0
124.0,Leif Davis,eng ENG,DF,Ipswich Town,24.0,2000.0,33.0,32.0,2743.0,30.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.9,5.8,52.0,59.0,137.0,0.03,0.07,0.1,0.03,0.1,0.03,0.16,0.19,0.03,0.19,Matches,16.0,2.0,12.5,0.52,0.07,0.06,0.5,19.8,2.0,0.06,0.0,0.0,919.0,1284.0,71.6,15858.0,6353.0,430.0,499.0,86.2,396.0,509.0,77.8,79.0,213.0,37.1,4.7,-2.9,61.0,33.0,28.0,12.0,970.0,307.0,3.0,5.0,161.0,166.0,80.0,56.0,13.0,0.0,7.0,23.0,93.0,3.05,46.0,39.0,3.0,1.0,1.0,4.0,0.13,3.0,0.0,1.0,0.0,0.0,46.0,27.0,33.0,9.0,4.0,30.0,62.5,18.0,17.0,25.0,71.0,77.0,3.0,1562.0,117.0,42.0,13.0,34.2,18.0,47.4,708.0,11.0,37.0,16.0,835.0,83.0,80.2,85.0,27,1,10.0,0,0.52,29.0,69.0,-40.0,-1.31,-0.51,29.2,59.4,-30.2,-0.99,0.1,0.0,27.0,0.0,2.0,0.0,113.0,34.0,59.6
569.0,Leny Yoro,fr FRA,DF,Manchester Utd,18.0,2005.0,21.0,12.0,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,5.0,1.0,20.0,0.39,0.08,0.0,0.0,8.6,0.0,0.15,-0.7,-0.7,708.0,766.0,92.4,11513.0,3678.0,313.0,328.0,95.4,351.0,373.0,94.1,27.0,41.0,65.9,0.2,-0.1,2.0,44.0,5.0,1.0,745.0,20.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,0.7,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,19.0,9.0,1.0,13.0,68.4,6.0,2.0,18.0,47.0,43.0,0.0,894.0,87.0,13.0,2.0,50.0,2.0,50.0,614.0,1.0,3.0,4.0,656.0,55.0,34.1,78.0,5,9,26.0,0,0.81,17.0,24.0,-7.0,-0.54,-0.42,18.1,19.4,-1.3,-0.1,-0.1,0.0,9.0,0.0,0.0,0.0,46.0,16.0,50.0
44.0,Leon Bailey,jm JAM,"FW,MF",Aston Villa,26.0,1997.0,24.0,14.0,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.5,3.3,58.0,35.0,121.0,0.08,0.16,0.24,0.08,0.24,0.14,0.12,0.26,0.14,0.26,Matches,28.0,6.0,21.4,2.21,0.47,0.04,0.17,17.3,2.0,0.06,-0.7,-0.7,277.0,390.0,71.0,4313.0,1055.0,152.0,186.0,81.7,100.0,123.0,81.3,18.0,38.0,47.4,3.0,0.5,16.0,16.0,20.0,2.0,369.0,18.0,5.0,1.0,34.0,1.0,17.0,9.0,0.0,0.0,3.0,24.0,38.0,3.01,23.0,1.0,8.0,3.0,0.0,4.0,0.32,4.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,3.0,2.0,3.0,27.3,8.0,6.0,3.0,10.0,12.0,0.0,545.0,18.0,70.0,22.0,38.6,24.0,42.1,348.0,34.0,35.0,25.0,390.0,47.0,33.3,65.0,2,10,23.0,5,1.54,22.0,19.0,3.0,0.24,0.08,20.3,13.7,6.7,0.53,0.55,0.0,12.0,1.0,0.0,0.0,59.0,6.0,40.0
529.0,Lesley Ugochukwu,fr FRA,MF,Southampton,20.0,2004.0,26.0,18.0,1655.0,18.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,1.0,1.9,29.0,49.0,20.0,0.05,0.05,0.11,0.05,0.11,0.05,0.06,0.1,0.05,0.1,Matches,10.0,1.0,10.0,0.54,0.05,0.1,1.0,17.0,0.0,0.09,0.1,0.1,600.0,706.0,85.0,9335.0,2081.0,289.0,327.0,88.4,265.0,292.0,90.8,23.0,38.0,60.5,0.6,0.0,14.0,54.0,7.0,1.0,697.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,1.3,20.0,0.0,1.0,2.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,50.0,24.0,16.0,30.0,4.0,18.0,50.0,18.0,17.0,14.0,64.0,23.0,2.0,879.0,50.0,24.0,19.0,67.9,8.0,28.6,479.0,6.0,12.0,13.0,600.0,64.0,48.4,77.0,4,8,33.0,6,0.42,13.0,39.0,-26.0,-1.41,0.32,13.5,39.5,-26.0,-1.41,-0.08,0.0,31.0,0.0,1.0,0.0,67.0,20.0,52.6
108.0,Levi Colwill,eng ENG,DF,Chelsea,21.0,2003.0,35.0,35.0,3149.0,35.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.9,1.9,1.1,3.0,14.0,131.0,12.0,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,Matches,17.0,4.0,23.5,0.49,0.11,0.12,0.5,9.5,0.0,0.11,0.1,0.1,2338.0,2619.0,89.3,42476.0,14955.0,813.0,880.0,92.4,1357.0,1426.0,95.2,142.0,253.0,56.1,1.2,-0.1,14.0,148.0,7.0,3.0,2418.0,197.0,3.0,7.0,13.0,7.0,0.0,0.0,0.0,0.0,4.0,21.0,38.0,1.09,34.0,2.0,0.0,0.0,1.0,3.0,0.09,2.0,0.0,0.0,0.0,1.0,47.0,34.0,25.0,19.0,3.0,18.0,66.7,9.0,12.0,33.0,80.0,118.0,4.0,2904.0,383.0,36.0,6.0,50.0,5.0,41.7,1621.0,1.0,14.0,8.0,2092.0,90.0,92.1,90.0,34,0,,2,1.77,56.0,41.0,15.0,0.43,-1.56,57.8,43.6,14.2,0.41,-1.67,0.0,45.0,0.0,1.0,0.0,121.0,82.0,60.7
109.0,Lewis Cook,eng ENG,"MF,DF",Bournemouth,27.0,1997.0,36.0,32.0,2978.0,33.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,1.0,0.9,0.9,4.1,5.1,33.0,158.0,52.0,0.03,0.09,0.12,0.03,0.12,0.03,0.12,0.15,0.03,0.15,Matches,14.0,4.0,28.6,0.42,0.12,0.07,0.25,23.4,1.0,0.07,0.1,0.1,1224.0,1585.0,77.2,21139.0,7153.0,542.0,635.0,85.4,546.0,641.0,85.2,109.0,240.0,45.4,3.8,-1.1,48.0,157.0,26.0,11.0,1358.0,225.0,3.0,2.0,132.0,73.0,77.0,65.0,3.0,0.0,2.0,26.0,89.0,2.69,69.0,18.0,0.0,0.0,0.0,5.0,0.15,2.0,1.0,0.0,0.0,0.0,81.0,42.0,41.0,36.0,4.0,37.0,55.2,30.0,19.0,41.0,122.0,70.0,0.0,1900.0,87.0,20.0,13.0,65.0,7.0,35.0,825.0,4.0,31.0,18.0,965.0,83.0,87.1,89.0,30,4,31.0,0,1.39,47.0,43.0,4.0,0.12,-1.51,55.1,44.5,10.6,0.32,-0.68,0.0,49.0,0.0,1.0,0.0,187.0,41.0,54.7
153.0,Lewis Dunk,eng ENG,DF,Brighton,32.0,1991.0,25.0,23.0,2083.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.5,1.3,20.0,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,12.0,3.0,25.0,0.52,0.13,0.0,0.0,12.1,1.0,0.07,-0.8,-0.8,1778.0,1953.0,91.0,32940.0,10612.0,668.0,693.0,96.4,954.0,1002.0,95.2,143.0,228.0,62.7,1.0,-0.5,6.0,157.0,6.0,0.0,1818.0,131.0,2.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,4.0,7.0,19.0,0.82,17.0,0.0,0.0,0.0,0.0,3.0,0.13,2.0,0.0,0.0,0.0,0.0,17.0,10.0,8.0,7.0,2.0,11.0,57.9,8.0,10.0,13.0,30.0,79.0,2.0,2127.0,258.0,21.0,0.0,0.0,1.0,100.0,1341.0,0.0,9.0,3.0,1556.0,83.0,60.9,89.0,21,2,24.0,2,1.24,33.0,42.0,-9.0,-0.39,-1.47,32.1,35.4,-3.3,-0.14,-0.65,0.0,7.0,0.0,0.0,1.0,104.0,51.0,62.2
226.0,Lewis Hall,eng ENG,DF,Newcastle Utd,19.0,2004.0,27.0,24.0,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches,11.0,1.0,9.1,0.45,0.04,0.0,0.0,18.8,0.0,0.04,-0.4,-0.4,1300.0,1592.0,81.7,21999.0,8891.0,653.0,715.0,91.3,525.0,617.0,85.1,104.0,202.0,51.5,3.7,-0.3,34.0,114.0,17.0,5.0,1300.0,287.0,4.0,2.0,110.0,164.0,55.0,45.0,2.0,0.0,5.0,27.0,63.0,2.59,44.0,18.0,0.0,1.0,0.0,6.0,0.25,5.0,1.0,0.0,0.0,0.0,58.0,41.0,28.0,22.0,8.0,40.0,54.1,34.0,15.0,18.0,76.0,75.0,3.0,1820.0,95.0,47.0,11.0,52.4,7.0,33.3,950.0,13.0,33.0,20.0,1094.0,81.0,64.0,87.0,18,3,30.0,0,1.63,45.0,31.0,14.0,0.58,0.06,42.5,28.8,13.7,0.56,0.23,0.0,9.0,0.0,0.0,0.0,119.0,30.0,49.2
128.0,Liam Delap,eng ENG,FW,Ipswich Town,21.0,2003.0,37.0,32.0,2593.0,28.8,12.0,2.0,14.0,10.0,2.0,2.0,12.0,0.0,9.3,7.8,1.9,9.7,61.0,30.0,110.0,0.42,0.07,0.49,0.35,0.42,0.32,0.07,0.39,0.27,0.34,Matches,66.0,29.0,43.9,2.29,1.01,0.15,0.34,16.0,0.0,0.12,2.7,2.2,219.0,357.0,61.3,3011.0,657.0,123.0,174.0,70.7,69.0,108.0,63.9,9.0,24.0,37.5,1.4,0.1,21.0,17.0,6.0,0.0,350.0,5.0,8.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,62.0,2.15,28.0,0.0,12.0,13.0,2.0,7.0,0.24,3.0,0.0,2.0,2.0,0.0,11.0,8.0,3.0,3.0,5.0,2.0,13.3,13.0,8.0,2.0,13.0,28.0,0.0,682.0,29.0,92.0,40.0,46.5,37.0,43.0,445.0,30.0,104.0,60.0,537.0,70.0,75.8,78.0,3,5,18.0,0,0.59,25.0,58.0,-33.0,-1.15,0.27,25.7,52.1,-26.5,-0.92,0.37,0.0,72.0,2.0,0.0,0.0,68.0,55.0,42.6
335.0,Lisandro Martínez,ar ARG,DF,Manchester Utd,26.0,1998.0,20.0,20.0,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches,17.0,6.0,35.3,0.87,0.31,0.12,0.33,15.9,0.0,0.08,0.7,0.7,1200.0,1342.0,89.4,20292.0,7055.0,522.0,554.0,94.2,601.0,646.0,93.0,64.0,116.0,55.2,1.3,-0.1,9.0,91.0,18.0,2.0,1285.0,54.0,5.0,3.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,7.0,26.0,1.34,23.0,0.0,0.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,40.0,24.0,25.0,12.0,3.0,21.0,58.3,15.0,14.0,32.0,72.0,57.0,1.0,1524.0,156.0,18.0,6.0,85.7,1.0,14.3,1017.0,2.0,1.0,3.0,1069.0,88.0,51.2,88.0,17,0,,2,1.35,25.0,27.0,-2.0,-0.1,0.33,29.7,29.7,-0.1,0.0,0.06,0.0,22.0,0.0,0.0,0.0,81.0,16.0,55.2
56.0,Lucas Bergvall,se SWE,MF,Tottenham,18.0,2006.0,27.0,11.0,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,Matches,12.0,2.0,16.7,0.89,0.15,0.0,0.0,19.9,0.0,0.06,-0.7,-0.7,629.0,720.0,87.4,10567.0,2202.0,295.0,321.0,91.9,264.0,294.0,89.8,53.0,71.0,74.6,0.8,0.4,11.0,53.0,7.0,3.0,675.0,44.0,0.0,8.0,21.0,10.0,8.0,5.0,2.0,0.0,1.0,11.0,22.0,1.63,16.0,4.0,0.0,0.0,0.0,4.0,0.3,3.0,0.0,0.0,0.0,0.0,39.0,19.0,14.0,20.0,5.0,17.0,53.1,15.0,10.0,24.0,63.0,22.0,3.0,885.0,36.0,22.0,21.0,46.7,20.0,44.4,531.0,4.0,20.0,19.0,586.0,45.0,35.4,81.0,6,16,20.0,7,1.11,29.0,25.0,4.0,0.3,0.5,20.9,24.4,-3.5,-0.26,-0.22,0.0,20.0,0.0,0.0,0.0,73.0,9.0,52.9
136.0,Lucas Digne,fr FRA,DF,Aston Villa,31.0,1993.0,32.0,28.0,2351.0,26.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,4.7,5.5,23.0,57.0,142.0,0.0,0.15,0.15,0.0,0.15,0.03,0.18,0.21,0.03,0.21,Matches,13.0,3.0,23.1,0.5,0.11,0.0,0.0,22.7,5.0,0.06,-0.8,-0.8,956.0,1277.0,74.9,15607.0,5137.0,483.0,549.0,88.0,389.0,496.0,78.4,62.0,155.0,40.0,4.0,-0.7,36.0,44.0,30.0,19.0,1017.0,258.0,2.0,4.0,140.0,155.0,57.0,37.0,10.0,0.0,2.0,41.0,66.0,2.53,42.0,18.0,1.0,0.0,1.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,65.0,38.0,40.0,16.0,9.0,44.0,66.7,22.0,19.0,25.0,90.0,89.0,1.0,1527.0,97.0,28.0,9.0,47.4,9.0,47.4,683.0,4.0,17.0,16.0,820.0,73.0,68.7,80.0,13,4,30.0,6,1.59,34.0,36.0,-2.0,-0.08,-0.83,32.7,34.7,-2.0,-0.08,-0.75,0.0,21.0,0.0,0.0,0.0,104.0,37.0,56.9
410.0,Lucas Paquetá,br BRA,"MF,FW",West Ham,26.0,1997.0,33.0,27.0,2380.0,26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,5.3,3.7,3.1,6.8,26.0,155.0,85.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,Matches,39.0,3.0,7.7,1.47,0.11,0.05,0.67,19.5,4.0,0.1,-1.3,-1.7,1126.0,1456.0,77.3,18683.0,6014.0,590.0,700.0,84.3,389.0,494.0,78.7,119.0,184.0,64.7,3.3,-3.1,36.0,132.0,44.0,4.0,1367.0,81.0,18.0,12.0,29.0,12.0,4.0,1.0,3.0,0.0,8.0,26.0,82.0,3.1,68.0,2.0,2.0,5.0,1.0,6.0,0.23,3.0,0.0,0.0,1.0,0.0,66.0,37.0,25.0,30.0,11.0,27.0,49.1,28.0,25.0,18.0,84.0,37.0,6.0,1796.0,62.0,59.0,21.0,44.7,21.0,44.7,921.0,2.0,54.0,51.0,1268.0,72.0,69.6,82.0,16,6,29.0,1,0.94,34.0,50.0,-16.0,-0.61,-0.61,28.7,42.9,-14.2,-0.54,-0.67,0.0,53.0,0.0,1.0,0.0,149.0,48.0,45.7
134.0,Luis Díaz,co COL,FW,Liverpool,27.0,1997.0,36.0,28.0,2399.0,26.7,13.0,5.0,18.0,13.0,0.0,0.0,2.0,0.0,12.0,12.0,5.0,17.1,108.0,110.0,293.0,0.49,0.19,0.68,0.49,0.68,0.45,0.19,0.64,0.45,0.64,Matches,71.0,30.0,42.3,2.66,1.13,0.18,0.43,13.4,0.0,0.17,1.0,1.0,736.0,874.0,84.2,11789.0,2533.0,394.0,445.0,88.5,254.0,295.0,86.1,60.0,74.0,81.1,4.5,0.0,56.0,48.0,46.0,6.0,855.0,17.0,2.0,9.0,32.0,14.0,1.0,0.0,0.0,0.0,2.0,24.0,117.0,4.39,88.0,0.0,16.0,4.0,0.0,16.0,0.6,13.0,0.0,1.0,2.0,0.0,39.0,26.0,13.0,20.0,6.0,15.0,38.5,24.0,19.0,7.0,46.0,7.0,1.0,1184.0,17.0,167.0,53.0,45.7,51.0,44.0,780.0,56.0,55.0,49.0,933.0,67.0,70.1,79.0,7,8,24.0,2,2.25,67.0,21.0,46.0,1.73,1.81,61.2,24.9,36.2,1.36,0.71,0.0,48.0,2.0,0.0,0.0,105.0,13.0,25.5
509.0,Luke Thomas,eng ENG,DF,Leicester City,23.0,2001.0,14.0,13.0,1110.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,5.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,5.0,0.0,0.0,0.41,0.0,0.0,,16.8,0.0,0.07,-0.4,-0.4,493.0,629.0,78.4,8065.0,2702.0,245.0,267.0,91.8,205.0,251.0,81.7,35.0,82.0,42.7,0.5,-0.5,9.0,32.0,5.0,2.0,518.0,108.0,0.0,0.0,29.0,80.0,8.0,4.0,3.0,0.0,3.0,14.0,16.0,1.3,12.0,3.0,0.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,31.0,25.0,23.0,5.0,3.0,21.0,51.2,20.0,9.0,21.0,52.0,49.0,1.0,775.0,50.0,8.0,3.0,50.0,3.0,50.0,371.0,2.0,12.0,4.0,431.0,79.0,32.5,85.0,9,1,4.0,11,0.57,8.0,23.0,-15.0,-1.22,0.03,8.2,24.5,-16.2,-1.32,-0.42,0.0,16.0,0.0,1.0,0.0,42.0,13.0,54.2
566.0,Luke Woolfenden,eng ENG,DF,Ipswich Town,25.0,1998.0,15.0,12.0,1187.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,0.0,0.0,0.08,0.0,0.0,,12.9,0.0,0.03,0.0,0.0,496.0,562.0,88.3,9196.0,3071.0,178.0,184.0,96.7,274.0,292.0,93.8,39.0,74.0,52.7,0.0,0.0,0.0,31.0,0.0,0.0,547.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,4.0,0.0,2.0,40.0,3.0,7.0,19.0,28.0,76.0,0.0,694.0,147.0,3.0,0.0,,0.0,,368.0,0.0,4.0,0.0,442.0,79.0,34.7,90.0,11,3,36.0,13,0.47,12.0,28.0,-16.0,-1.21,0.0,9.2,25.7,-16.5,-1.25,-0.37,0.0,5.0,0.0,0.0,0.0,38.0,15.0,50.0
237.0,Mads Hermansen,dk DEN,GK,Leicester City,24.0,2000.0,27.0,27.0,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,654.0,1073.0,61.0,17066.0,12387.0,151.0,155.0,97.4,312.0,329.0,94.8,191.0,584.0,32.7,0.0,0.0,0.0,20.0,1.0,0.0,840.0,229.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,13.0,4.0,1147.0,831.0,0.0,1.0,100.0,0.0,0.0,734.0,0.0,1.0,0.0,625.0,88.0,69.7,88.0,26,0,,0,0.56,23.0,58.0,-35.0,-1.32,-0.28,22.4,54.1,-31.7,-1.2,-0.54,0.0,0.0,0.0,0.0,0.0,17.0,4.0,80.0
444.0,Mads Roerslev,dk DEN,DF,Brentford,25.0,1999.0,19.0,11.0,1101.0,12.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,3.0,3.2,17.0,51.0,54.0,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,Matches,5.0,2.0,40.0,0.41,0.16,0.0,0.0,20.8,0.0,0.04,-0.2,-0.2,422.0,536.0,78.7,6925.0,2249.0,205.0,233.0,88.0,179.0,224.0,79.9,27.0,49.0,55.1,2.1,-1.0,14.0,37.0,11.0,4.0,471.0,63.0,0.0,1.0,31.0,61.0,0.0,0.0,0.0,0.0,2.0,11.0,21.0,1.72,18.0,0.0,1.0,1.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,18.0,8.0,14.0,3.0,1.0,11.0,39.3,17.0,7.0,4.0,22.0,35.0,0.0,645.0,49.0,20.0,7.0,36.8,8.0,42.1,352.0,0.0,9.0,6.0,406.0,58.0,32.2,88.0,9,8,16.0,4,1.21,19.0,20.0,-1.0,-0.08,-0.47,20.1,21.1,-1.0,-0.08,-0.26,0.0,6.0,0.0,0.0,0.0,39.0,10.0,41.7
223.0,Malo Gusto,fr FRA,DF,Chelsea,21.0,2003.0,32.0,19.0,1862.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.7,1.7,1.4,3.1,50.0,119.0,85.0,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15,Matches,22.0,4.0,18.2,1.06,0.19,0.0,0.0,21.3,0.0,0.08,-1.7,-1.7,1198.0,1385.0,86.5,19538.0,4892.0,585.0,628.0,93.2,517.0,585.0,88.4,68.0,112.0,60.7,1.9,-0.4,22.0,111.0,19.0,7.0,1230.0,153.0,2.0,3.0,53.0,116.0,0.0,0.0,0.0,0.0,2.0,26.0,58.0,2.8,57.0,0.0,0.0,0.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,45.0,29.0,27.0,15.0,3.0,25.0,52.1,23.0,21.0,24.0,69.0,49.0,5.0,1595.0,64.0,43.0,4.0,25.0,11.0,68.8,882.0,8.0,18.0,17.0,1072.0,58.0,54.4,84.0,14,13,20.0,1,1.66,40.0,26.0,14.0,0.68,0.27,40.5,27.2,13.4,0.65,0.24,0.0,20.0,0.0,0.0,0.0,119.0,9.0,37.5
11.0,Manuel Akanji,ch SUI,DF,Manchester City,29.0,1995.0,26.0,23.0,2014.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,0.4,1.9,46.0,158.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,15.0,2.0,13.3,0.67,0.09,0.0,0.0,14.7,0.0,0.1,-1.6,-1.6,1632.0,1744.0,93.6,27046.0,7578.0,776.0,812.0,95.6,757.0,795.0,95.2,84.0,113.0,74.3,1.3,-0.4,9.0,177.0,11.0,2.0,1707.0,36.0,4.0,10.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,6.0,37.0,1.65,37.0,0.0,0.0,0.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,19.0,12.0,12.0,4.0,3.0,11.0,64.7,6.0,3.0,9.0,28.0,64.0,3.0,1881.0,119.0,19.0,2.0,100.0,0.0,0.0,1254.0,0.0,5.0,5.0,1483.0,77.0,58.9,86.0,20,3,12.0,2,2.04,46.0,28.0,18.0,0.8,0.16,43.7,29.1,14.6,0.65,0.28,0.0,17.0,0.0,0.0,0.0,103.0,30.0,47.6
528.0,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23.0,2001.0,29.0,22.0,1785.0,19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,1.1,2.1,16.0,61.0,20.0,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,Matches,19.0,4.0,21.1,0.96,0.2,0.05,0.25,21.7,0.0,0.05,0.0,0.0,800.0,910.0,87.9,13018.0,2801.0,410.0,457.0,89.7,310.0,333.0,93.1,62.0,83.0,74.7,0.7,0.9,10.0,59.0,9.0,3.0,883.0,23.0,2.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,12.0,31.0,1.56,24.0,0.0,0.0,2.0,3.0,4.0,0.2,3.0,0.0,0.0,0.0,0.0,77.0,49.0,34.0,34.0,9.0,30.0,44.1,38.0,29.0,27.0,104.0,17.0,2.0,1161.0,46.0,16.0,18.0,56.3,10.0,31.3,668.0,1.0,32.0,25.0,728.0,62.0,52.2,75.0,8,7,20.0,3,1.17,24.0,33.0,-9.0,-0.45,-0.4,21.0,28.8,-7.8,-0.4,-0.76,0.0,41.0,0.0,0.0,1.0,122.0,18.0,50.0
