Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
498.0,Crysencio Summerville,nl NED,"FW,MF",West Ham,22.0,2001.0,19.0,7.0,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,14.0,4.0,28.6,1.6,0.46,0.07,0.25,13.4,0.0,0.12,-0.6,-0.6,194.0,254.0,76.4,2881.0,640.0,125.0,148.0,84.5,55.0,62.0,88.7,11.0,22.0,50.0,1.7,-0.7,17.0,13.0,12.0,5.0,241.0,13.0,3.0,0.0,21.0,2.0,8.0,6.0,0.0,0.0,0.0,13.0,35.0,4.01,21.0,3.0,5.0,5.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,13.0,7.0,2.0,8.0,3.0,3.0,33.3,6.0,9.0,0.0,13.0,7.0,0.0,372.0,9.0,38.0,13.0,33.3,18.0,46.2,207.0,13.0,20.0,16.0,259.0,41.0,23.0,67.0,1,12,26.0,1,1.05,13.0,20.0,-7.0,-0.8,-0.49,13.6,17.1,-3.5,-0.4,-0.09,0.0,9.0,0.0,0.0,0.0,38.0,4.0,30.8
269.0,Curtis Jones,eng ENG,"MF,DF",Liverpool,23.0,2001.0,33.0,19.0,1712.0,19.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,4.3,4.3,1.1,5.4,30.0,117.0,79.0,0.16,0.16,0.32,0.16,0.32,0.23,0.06,0.29,0.23,0.29,Matches,34.0,13.0,38.2,1.79,0.68,0.09,0.23,17.1,0.0,0.13,-1.3,-1.3,1021.0,1097.0,93.1,15072.0,3158.0,584.0,605.0,96.5,373.0,404.0,92.3,40.0,53.0,75.5,1.6,1.9,22.0,84.0,19.0,1.0,1037.0,58.0,2.0,2.0,8.0,28.0,1.0,0.0,0.0,0.0,2.0,10.0,52.0,2.74,45.0,1.0,0.0,2.0,0.0,8.0,0.42,5.0,1.0,0.0,1.0,0.0,39.0,22.0,6.0,23.0,10.0,17.0,63.0,10.0,13.0,7.0,46.0,10.0,3.0,1288.0,41.0,58.0,12.0,54.5,8.0,36.4,789.0,8.0,26.0,36.0,967.0,52.0,50.1,76.0,6,14,19.0,1,2.09,38.0,27.0,11.0,0.58,-1.21,34.6,23.4,11.1,0.59,-1.12,1.0,18.0,1.0,0.0,0.0,97.0,14.0,51.9
275.0,Daichi Kamada,jp JPN,MF,Crystal Palace,27.0,1996.0,34.0,15.0,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,1.9,3.0,25.0,89.0,56.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,20.0,4.0,20.0,1.15,0.23,0.0,0.0,20.3,0.0,0.05,-1.1,-1.1,603.0,752.0,80.2,9772.0,2644.0,317.0,360.0,88.1,233.0,280.0,83.2,38.0,62.0,61.3,1.6,-1.9,20.0,48.0,14.0,3.0,720.0,31.0,4.0,5.0,31.0,2.0,16.0,11.0,1.0,0.0,1.0,18.0,52.0,2.99,37.0,6.0,1.0,2.0,3.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,47.0,29.0,19.0,24.0,4.0,14.0,34.1,27.0,17.0,18.0,65.0,14.0,0.0,937.0,19.0,32.0,7.0,36.8,9.0,47.4,485.0,6.0,16.0,20.0,600.0,46.0,45.7,81.0,7,19,18.0,1,1.38,25.0,26.0,-1.0,-0.06,-0.11,27.7,24.7,3.1,0.18,-0.22,0.0,28.0,0.0,0.0,0.0,89.0,4.0,23.5
77.0,Dan Burn,eng ENG,DF,Newcastle Utd,32.0,1992.0,37.0,37.0,3330.0,37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,2.0,2.0,0.9,2.8,12.0,75.0,14.0,0.03,0.03,0.05,0.03,0.05,0.05,0.02,0.08,0.05,0.08,Matches,23.0,7.0,30.4,0.62,0.19,0.04,0.14,9.7,0.0,0.09,-1.0,-1.0,1774.0,2006.0,88.4,32347.0,11375.0,621.0,692.0,89.7,1029.0,1088.0,94.6,110.0,181.0,60.8,1.1,0.1,9.0,50.0,9.0,0.0,1968.0,37.0,0.0,12.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,16.0,27.0,0.73,21.0,1.0,0.0,1.0,0.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,39.0,24.0,22.0,15.0,2.0,20.0,55.6,16.0,10.0,27.0,66.0,197.0,4.0,2386.0,366.0,52.0,3.0,75.0,1.0,25.0,1346.0,1.0,24.0,3.0,1615.0,90.0,97.4,90.0,37,0,,0,1.78,68.0,45.0,23.0,0.62,2.62,62.1,44.7,17.5,0.47,-0.3,0.0,34.0,0.0,0.0,2.0,103.0,146.0,66.1
405.0,Dango Ouattara,bf BFA,FW,Bournemouth,22.0,2002.0,32.0,21.0,2005.0,22.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,8.4,8.4,5.5,13.8,79.0,43.0,191.0,0.31,0.18,0.49,0.31,0.49,0.38,0.25,0.62,0.38,0.62,Matches,62.0,20.0,32.3,2.78,0.9,0.11,0.35,13.5,1.0,0.14,-1.4,-1.4,367.0,612.0,60.0,5725.0,1706.0,210.0,288.0,72.9,120.0,193.0,62.2,25.0,67.0,37.3,3.3,-1.5,35.0,21.0,26.0,11.0,579.0,30.0,5.0,5.0,88.0,26.0,3.0,1.0,0.0,0.0,3.0,22.0,72.0,3.23,57.0,0.0,3.0,1.0,1.0,6.0,0.27,4.0,0.0,1.0,0.0,0.0,35.0,26.0,14.0,11.0,10.0,17.0,41.5,24.0,26.0,11.0,46.0,51.0,0.0,959.0,62.0,128.0,39.0,47.6,34.0,41.5,492.0,38.0,63.0,32.0,577.0,63.0,58.6,81.0,7,11,27.0,0,1.56,36.0,23.0,13.0,0.58,0.65,35.9,31.2,4.7,0.21,-0.48,0.0,16.0,0.0,0.0,0.0,92.0,45.0,41.7
371.0,Daniel Muñoz,co COL,DF,Crystal Palace,28.0,1996.0,37.0,37.0,3228.0,35.9,4.0,5.0,9.0,4.0,0.0,0.0,10.0,0.0,4.9,4.9,5.5,10.5,62.0,97.0,206.0,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,Matches,37.0,14.0,37.8,1.03,0.39,0.11,0.29,12.7,0.0,0.13,-0.9,-0.9,1129.0,1492.0,75.7,17091.0,5219.0,645.0,753.0,85.7,414.0,538.0,77.0,48.0,108.0,44.4,3.6,-0.5,46.0,59.0,35.0,15.0,1182.0,304.0,2.0,2.0,74.0,275.0,2.0,0.0,0.0,0.0,6.0,39.0,85.0,2.37,69.0,2.0,2.0,1.0,5.0,11.0,0.31,9.0,0.0,1.0,0.0,0.0,123.0,80.0,57.0,41.0,25.0,55.0,56.7,42.0,34.0,44.0,167.0,108.0,1.0,2010.0,119.0,107.0,21.0,37.5,33.0,58.9,806.0,18.0,55.0,20.0,956.0,87.0,94.4,87.0,33,0,,0,1.43,48.0,46.0,2.0,0.06,0.99,57.1,45.5,11.6,0.32,0.46,0.0,56.0,0.0,0.0,0.0,171.0,58.0,42.6
550.0,Danny Welbeck,eng ENG,FW,Brighton,33.0,1990.0,30.0,24.0,2115.0,23.5,10.0,4.0,14.0,9.0,1.0,1.0,5.0,0.0,9.6,8.8,1.4,10.1,21.0,47.0,95.0,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,Matches,59.0,23.0,39.0,2.51,0.98,0.15,0.39,15.3,9.0,0.15,0.4,0.2,417.0,491.0,84.9,4936.0,1008.0,277.0,316.0,87.7,91.0,105.0,86.7,11.0,12.0,91.7,1.4,2.6,23.0,18.0,14.0,0.0,472.0,18.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,53.0,2.26,39.0,1.0,3.0,6.0,0.0,8.0,0.34,7.0,0.0,0.0,0.0,0.0,26.0,16.0,6.0,15.0,5.0,8.0,40.0,12.0,15.0,5.0,31.0,14.0,0.0,726.0,18.0,102.0,13.0,35.1,21.0,56.8,448.0,8.0,49.0,28.0,547.0,71.0,61.8,84.0,11,6,17.0,0,1.7,41.0,37.0,4.0,0.17,-0.04,34.9,36.8,-1.8,-0.08,-0.49,0.0,11.0,0.0,0.0,0.0,46.0,17.0,34.7
392.0,Dara O'Shea,ie IRL,DF,Ipswich Town,25.0,1999.0,35.0,35.0,3122.0,34.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,0.5,1.8,3.0,80.0,8.0,0.0,0.06,0.06,0.0,0.06,0.04,0.01,0.05,0.04,0.05,Matches,22.0,2.0,9.1,0.63,0.06,0.0,0.0,13.6,0.0,0.06,-1.3,-1.3,1234.0,1579.0,78.2,24503.0,10549.0,395.0,453.0,87.2,694.0,811.0,85.6,133.0,270.0,49.3,0.7,1.5,3.0,89.0,4.0,1.0,1473.0,100.0,0.0,14.0,8.0,63.0,0.0,0.0,0.0,0.0,6.0,12.0,24.0,0.69,19.0,0.0,0.0,2.0,1.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,49.0,31.0,33.0,13.0,3.0,22.0,64.7,12.0,12.0,33.0,82.0,225.0,4.0,2022.0,393.0,51.0,1.0,50.0,1.0,50.0,897.0,0.0,12.0,4.0,1162.0,89.0,91.3,89.0,34,0,,1,0.6,34.0,75.0,-41.0,-1.18,0.33,32.6,65.3,-32.7,-0.94,0.76,0.0,21.0,0.0,0.0,0.0,110.0,114.0,57.3
387.0,Darwin Núñez,uy URU,FW,Liverpool,25.0,1999.0,30.0,8.0,1133.0,12.6,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,5.8,5.8,1.3,7.1,23.0,27.0,78.0,0.4,0.16,0.56,0.4,0.56,0.46,0.1,0.57,0.46,0.57,Matches,34.0,13.0,38.2,2.7,1.03,0.15,0.38,14.3,0.0,0.17,-0.8,-0.8,163.0,230.0,70.9,2390.0,587.0,89.0,111.0,80.2,48.0,65.0,73.8,13.0,20.0,65.0,0.5,0.7,11.0,9.0,3.0,1.0,225.0,4.0,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,31.0,2.46,21.0,0.0,4.0,2.0,3.0,4.0,0.32,3.0,0.0,0.0,1.0,0.0,21.0,18.0,11.0,4.0,6.0,7.0,38.9,11.0,6.0,4.0,25.0,12.0,0.0,366.0,10.0,74.0,8.0,34.8,14.0,60.9,201.0,12.0,24.0,21.0,248.0,38.0,33.1,78.0,2,22,23.0,5,2.07,29.0,21.0,8.0,0.64,-0.82,27.2,16.6,10.6,0.84,-0.46,0.0,27.0,1.0,0.0,0.0,41.0,20.0,37.7
72.0,David Brooks,wls WAL,"FW,MF",Bournemouth,27.0,1997.0,29.0,9.0,960.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,1.9,4.4,35.0,35.0,83.0,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.41,0.24,0.41,Matches,25.0,12.0,48.0,2.34,1.13,0.08,0.17,16.3,0.0,0.1,-0.5,-0.5,310.0,411.0,75.4,4795.0,1429.0,176.0,205.0,85.9,101.0,130.0,77.7,24.0,47.0,51.1,2.0,-1.9,20.0,22.0,18.0,6.0,366.0,44.0,3.0,0.0,52.0,10.0,17.0,7.0,4.0,0.0,1.0,14.0,46.0,4.31,36.0,6.0,2.0,0.0,0.0,2.0,0.19,1.0,0.0,0.0,0.0,0.0,14.0,6.0,2.0,8.0,4.0,2.0,12.5,14.0,16.0,5.0,19.0,9.0,1.0,545.0,15.0,39.0,11.0,32.4,20.0,58.8,342.0,10.0,30.0,14.0,375.0,33.0,28.1,67.0,0,20,18.0,7,1.41,23.0,12.0,11.0,1.03,0.99,20.7,14.7,5.9,0.56,0.21,0.0,11.0,0.0,0.0,0.0,50.0,7.0,41.2
430.0,David Raya,es ESP,GK,Arsenal,28.0,1995.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,1040.0,1413.0,73.6,24784.0,17222.0,285.0,288.0,99.0,537.0,548.0,98.0,215.0,570.0,37.7,0.1,0.0,1.0,45.0,3.0,0.0,1172.0,238.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.13,4.0,1.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,21.0,9.0,1480.0,880.0,0.0,1.0,100.0,0.0,0.0,921.0,0.0,1.0,0.0,841.0,90.0,100.0,90.0,38,0,,0,1.95,69.0,34.0,35.0,0.92,,59.9,34.4,25.5,0.67,,0.0,1.0,0.0,1.0,0.0,41.0,13.0,100.0
235.0,Dean Henderson,eng ENG,GK,Crystal Palace,27.0,1997.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,0.0,0.0,0.03,0.0,0.0,,14.9,0.0,0.01,0.0,0.0,745.0,1216.0,61.3,20401.0,13551.0,180.0,181.0,99.4,350.0,353.0,99.2,211.0,677.0,31.2,0.1,-0.2,3.0,23.0,1.0,0.0,842.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,33.3,4.0,0.0,0.0,2.0,22.0,0.0,1308.0,1065.0,1.0,0.0,,0.0,,751.0,0.0,2.0,0.0,580.0,90.0,100.0,90.0,38,0,,0,1.39,51.0,51.0,0.0,0.0,,60.4,49.1,11.3,0.3,,0.0,0.0,0.0,0.0,0.0,26.0,11.0,91.7
246.0,Dean Huijsen,es ESP,DF,Bournemouth,19.0,2005.0,32.0,26.0,2427.0,27.0,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,1.9,1.9,2.0,3.9,41.0,132.0,10.0,0.11,0.07,0.19,0.11,0.19,0.07,0.08,0.14,0.07,0.14,Matches,18.0,3.0,16.7,0.67,0.11,0.17,1.0,11.9,0.0,0.1,1.1,1.1,1355.0,1625.0,83.4,27219.0,10928.0,449.0,500.0,89.8,712.0,781.0,91.2,181.0,304.0,59.5,1.6,0.0,15.0,180.0,7.0,2.0,1566.0,53.0,2.0,15.0,12.0,6.0,0.0,0.0,0.0,0.0,6.0,12.0,43.0,1.59,40.0,1.0,0.0,1.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,36.0,26.0,19.0,16.0,1.0,18.0,62.1,11.0,11.0,51.0,87.0,198.0,4.0,2021.0,254.0,30.0,2.0,40.0,3.0,60.0,1118.0,0.0,20.0,1.0,1271.0,76.0,71.0,90.0,26,6,15.0,6,1.5,42.0,31.0,11.0,0.41,0.32,44.6,37.1,7.6,0.28,-0.44,0.0,31.0,0.0,0.0,0.0,105.0,68.0,60.7
436.0,Declan Rice,eng ENG,MF,Arsenal,25.0,1999.0,35.0,33.0,2825.0,31.4,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,3.5,3.5,6.6,10.1,90.0,192.0,94.0,0.13,0.22,0.35,0.13,0.35,0.11,0.21,0.32,0.11,0.32,Matches,48.0,14.0,29.2,1.53,0.45,0.08,0.29,19.6,2.0,0.07,0.5,0.5,1376.0,1650.0,83.4,23402.0,6234.0,678.0,737.0,92.0,553.0,611.0,90.5,117.0,240.0,48.8,5.6,0.4,59.0,137.0,35.0,5.0,1436.0,208.0,5.0,17.0,164.0,4.0,108.0,94.0,3.0,0.0,6.0,15.0,111.0,3.54,62.0,33.0,4.0,5.0,2.0,10.0,0.32,6.0,2.0,1.0,0.0,0.0,53.0,25.0,22.0,25.0,6.0,17.0,41.5,24.0,14.0,25.0,78.0,51.0,0.0,1948.0,82.0,81.0,14.0,48.3,14.0,48.3,1031.0,16.0,36.0,32.0,1266.0,81.0,82.6,84.0,23,2,23.0,1,1.91,56.0,28.0,28.0,0.89,-0.17,48.8,26.8,22.0,0.7,0.17,1.0,21.0,0.0,0.0,0.0,156.0,37.0,59.7
297.0,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,24.0,2000.0,32.0,27.0,2389.0,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,6.2,10.4,120.0,124.0,210.0,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,Matches,47.0,17.0,36.2,1.77,0.64,0.15,0.41,14.7,0.0,0.09,2.8,2.8,658.0,893.0,73.7,9216.0,2920.0,394.0,457.0,86.2,203.0,260.0,78.1,32.0,79.0,40.5,3.9,-2.2,65.0,62.0,52.0,6.0,800.0,84.0,11.0,1.0,89.0,6.0,62.0,26.0,0.0,0.0,9.0,42.0,128.0,4.82,95.0,12.0,15.0,3.0,0.0,9.0,0.34,7.0,1.0,1.0,0.0,0.0,45.0,23.0,17.0,13.0,15.0,19.0,37.3,32.0,29.0,13.0,58.0,10.0,1.0,1276.0,24.0,158.0,38.0,32.5,71.0,60.7,823.0,40.0,77.0,74.0,895.0,75.0,69.9,84.0,22,5,24.0,0,1.06,50.0,41.0,9.0,0.34,1.21,44.9,43.1,1.8,0.07,0.62,0.0,48.0,0.0,0.0,0.0,121.0,10.0,40.0
527.0,Destiny Udogie,it ITA,DF,Tottenham,21.0,2002.0,25.0,24.0,1924.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,54.0,121.0,94.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Matches,5.0,1.0,20.0,0.23,0.05,0.0,0.0,15.1,0.0,0.06,-0.3,-0.3,972.0,1115.0,87.2,14117.0,4770.0,544.0,597.0,91.1,371.0,412.0,90.0,26.0,33.0,78.8,1.2,-0.5,16.0,89.0,6.0,1.0,944.0,170.0,0.0,0.0,19.0,142.0,0.0,0.0,0.0,0.0,1.0,34.0,36.0,1.68,31.0,0.0,0.0,1.0,3.0,3.0,0.14,2.0,0.0,0.0,0.0,1.0,75.0,47.0,42.0,26.0,7.0,33.0,68.8,15.0,34.0,22.0,97.0,36.0,1.0,1376.0,63.0,49.0,13.0,40.6,16.0,50.0,758.0,12.0,37.0,19.0,819.0,77.0,56.3,80.0,14,1,4.0,5,1.12,36.0,35.0,1.0,0.05,0.17,34.5,33.3,1.2,0.06,0.4,0.0,29.0,0.0,0.0,1.0,111.0,13.0,50.0
85.0,Diego Carlos,br BRA,DF,Aston Villa,31.0,1993.0,10.0,8.0,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,4.0,1.0,25.0,0.43,0.11,0.0,0.0,6.7,0.0,0.16,-0.6,-0.6,534.0,603.0,88.6,10941.0,4103.0,138.0,151.0,91.4,341.0,362.0,94.2,54.0,83.0,65.1,0.1,0.0,0.0,23.0,1.0,0.0,575.0,25.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,1.0,1.0,4.0,66.7,2.0,6.0,5.0,13.0,36.0,2.0,674.0,86.0,6.0,2.0,100.0,0.0,0.0,419.0,0.0,1.0,2.0,481.0,83.0,24.3,90.0,8,2,55.0,7,1.3,14.0,15.0,-1.0,-0.11,-0.39,13.8,11.8,2.0,0.22,0.08,0.0,11.0,0.0,0.0,0.0,36.0,11.0,52.4
207.0,Diego Gómez,py PAR,MF,Brighton,21.0,2003.0,16.0,4.0,516.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,8.0,27.0,23.0,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,Matches,9.0,3.0,33.3,1.57,0.52,0.11,0.33,19.6,2.0,0.09,0.1,0.1,243.0,302.0,80.5,3715.0,931.0,138.0,159.0,86.8,84.0,100.0,84.0,14.0,25.0,56.0,1.2,-0.7,8.0,14.0,7.0,1.0,283.0,19.0,4.0,2.0,12.0,1.0,6.0,2.0,3.0,0.0,0.0,9.0,19.0,3.32,14.0,3.0,0.0,1.0,0.0,4.0,0.7,2.0,1.0,0.0,1.0,0.0,21.0,13.0,11.0,8.0,2.0,12.0,54.5,10.0,13.0,8.0,29.0,10.0,1.0,403.0,21.0,10.0,6.0,50.0,6.0,50.0,193.0,0.0,10.0,9.0,247.0,32.0,15.1,72.0,0,12,19.0,1,1.88,16.0,13.0,3.0,0.52,0.4,14.0,9.1,4.9,0.86,0.88,0.0,8.0,1.0,0.0,0.0,32.0,10.0,71.4
118.0,Diogo Dalot,pt POR,DF,Manchester Utd,25.0,1999.0,33.0,31.0,2814.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.1,62.0,103.0,168.0,0.0,0.1,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,Matches,25.0,5.0,20.0,0.8,0.16,0.0,0.0,16.1,0.0,0.08,-2.0,-2.0,1347.0,1673.0,80.5,21723.0,6617.0,694.0,773.0,89.8,525.0,641.0,81.9,95.0,170.0,55.9,2.5,1.0,26.0,61.0,25.0,8.0,1426.0,242.0,4.0,8.0,66.0,229.0,0.0,0.0,0.0,0.0,5.0,36.0,74.0,2.37,57.0,5.0,7.0,0.0,1.0,5.0,0.16,3.0,0.0,1.0,0.0,0.0,68.0,40.0,40.0,22.0,6.0,34.0,65.4,18.0,13.0,37.0,105.0,72.0,0.0,1983.0,113.0,68.0,27.0,50.9,22.0,41.5,1126.0,16.0,38.0,21.0,1200.0,85.0,82.3,89.0,30,2,29.0,0,1.15,34.0,45.0,-11.0,-0.35,-0.5,39.9,46.1,-6.2,-0.2,-0.93,0.0,40.0,0.0,1.0,0.0,167.0,38.0,64.4
271.0,Diogo Jota,pt POR,FW,Liverpool,27.0,1996.0,26.0,14.0,1196.0,13.3,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,7.9,7.9,1.8,9.8,37.0,34.0,88.0,0.45,0.23,0.68,0.45,0.68,0.6,0.14,0.74,0.6,0.74,Matches,51.0,13.0,25.5,3.84,0.98,0.12,0.46,12.4,0.0,0.16,-1.9,-1.9,216.0,310.0,69.7,3313.0,829.0,113.0,147.0,76.9,79.0,104.0,76.0,13.0,23.0,56.5,1.1,1.2,11.0,29.0,3.0,1.0,305.0,3.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,37.0,2.79,24.0,0.0,6.0,1.0,1.0,9.0,0.68,5.0,0.0,2.0,1.0,0.0,14.0,8.0,2.0,8.0,4.0,7.0,36.8,12.0,9.0,8.0,22.0,6.0,0.0,485.0,6.0,97.0,11.0,33.3,20.0,60.6,263.0,21.0,40.0,22.0,333.0,46.0,35.0,67.0,2,12,22.0,3,2.12,29.0,12.0,17.0,1.28,0.15,28.9,12.0,16.9,1.28,0.2,0.0,23.0,1.0,0.0,0.0,41.0,22.0,40.7
487.0,Djed Spence,eng ENG,DF,Tottenham,23.0,2000.0,25.0,19.0,1792.0,19.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,1.8,2.3,59.0,105.0,70.0,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,Matches,10.0,3.0,30.0,0.5,0.15,0.1,0.33,23.9,0.0,0.06,0.4,0.4,992.0,1161.0,85.4,14185.0,4261.0,585.0,622.0,94.1,343.0,400.0,85.8,32.0,67.0,47.8,1.4,0.2,11.0,78.0,18.0,8.0,974.0,183.0,2.0,2.0,25.0,153.0,0.0,0.0,0.0,0.0,4.0,19.0,29.0,1.46,23.0,1.0,4.0,0.0,0.0,5.0,0.25,3.0,1.0,1.0,0.0,0.0,47.0,34.0,25.0,15.0,7.0,23.0,76.7,7.0,19.0,21.0,68.0,74.0,2.0,1428.0,81.0,25.0,38.0,50.0,31.0,40.8,794.0,7.0,28.0,33.0,872.0,72.0,52.4,89.0,17,6,16.0,8,1.08,33.0,39.0,-6.0,-0.3,-0.58,28.2,35.3,-7.1,-0.36,-0.5,1.0,21.0,0.0,0.0,1.0,109.0,21.0,60.0
84.0,Dominic Calvert-Lewin,eng ENG,FW,Everton,27.0,1997.0,26.0,19.0,1609.0,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.7,6.7,0.6,7.4,23.0,20.0,112.0,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,Matches,50.0,19.0,38.0,2.8,1.06,0.06,0.16,12.3,0.0,0.14,-3.7,-3.7,181.0,289.0,62.6,2113.0,498.0,130.0,187.0,69.5,37.0,63.0,58.7,3.0,8.0,37.5,0.7,0.4,7.0,20.0,5.0,1.0,287.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,1.46,14.0,0.0,4.0,3.0,2.0,4.0,0.22,1.0,0.0,2.0,1.0,0.0,9.0,7.0,1.0,4.0,4.0,2.0,33.3,4.0,5.0,7.0,16.0,23.0,0.0,520.0,26.0,88.0,10.0,40.0,13.0,52.0,280.0,17.0,77.0,33.0,417.0,62.0,47.0,77.0,8,7,20.0,0,1.27,17.0,18.0,-1.0,-0.06,-0.01,18.1,25.1,-7.0,-0.39,-0.51,0.0,27.0,0.0,0.0,0.0,35.0,85.0,51.2
