Season,Age,Squad,Country,Comp,LgRank,90s,Matches,SoT%,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Tkl%,Succ%,Tkld%,Min%,Won%,MP_per90,Starts_per90,Min_per90,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,npxG+xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Gls.1_per90,Ast.1_per90,G+A.1_per90,G-PK.1_per90,G+A-PK_per90,xG.1_per90,xAG.1_per90,xG+xAG_per90,npxG.1_per90,npxG+xAG.1_per90,Sh_per90,SoT_per90,Sh/90_per90,SoT/90_per90,G/Sh_per90,G/SoT_per90,Dist_per90,FK_per90,npxG/Sh_per90,G-xG_per90,np:G-xG_per90,Cmp_per90,Att_per90,TotDist_per90,PrgDist_per90,Cmp.1_per90,Att.1_per90,Cmp.2_per90,Att.2_per90,Cmp.3_per90,Att.3_per90,xA_per90,A-xAG_per90,KP_per90,1/3_per90,PPA_per90,CrsPA_per90,Live_per90,Dead_per90,TB_per90,Sw_per90,Crs_per90,TI_per90,CK_per90,In_per90,Out_per90,Str_per90,Off_per90,Blocks_per90,SCA_per90,SCA90_per90,PassLive_per90,PassDead_per90,TO_per90,Fld_per90,Def_per90,GCA_per90,GCA90_per90,PassLive.1_per90,PassDead.1_per90,TO.1_per90,Fld.1_per90,Def.1_per90,Tkl_per90,TklW_per90,Def 3rd_per90,Mid 3rd_per90,Att 3rd_per90,Tkl.1_per90,Lost_per90,Pass_per90,Int_per90,Tkl+Int_per90,Clr_per90,Err_per90,Touches_per90,Def Pen_per90,Att Pen_per90,Succ_per90,Tkld_per90,Carries_per90,CPA_per90,Mis_per90,Dis_per90,Rec_per90,Mn/MP_per90,Mn/Start_per90,Compl_per90,Subs_per90,Mn/Sub_per90,unSub_per90,PPM_per90,onG_per90,onGA_per90,+/-_per90,+/-90_per90,On-Off_per90,onxG_per90,onxGA_per90,xG+/-_per90,xG+/-90_per90,On-Off.1_per90,2CrdY_per90,Fls_per90,PKwon_per90,PKcon_per90,OG_per90,Recov_per90,Won_per90
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,37.2,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,37.2,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,18.7,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,18.7,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,12.0,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,12.0,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,71.4,28.6,37.2,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,71.4,28.6,37.2,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,71.4,28.6,18.7,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,71.4,28.6,18.7,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,71.4,28.6,12.0,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,71.4,28.6,12.0,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,,,,,,,,,,,,,1.95,0.48,1.22,0.0,0.49,0.0,0.24,0.24,0.06,0.0,0.0,0.0,0.0,0.24,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,,,37.2,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,,,37.2,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,,,18.7,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,,,18.7,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,,,12.0,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,,,12.0,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,71.4,28.6,37.2,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,71.4,28.6,37.2,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,71.4,28.6,18.7,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,71.4,28.6,18.7,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,20.49,20.49,0.24,0.0,,0.0,0.61,3.66,0.73,2.93,0.78,0.51,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,71.4,28.6,12.0,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,,71.4,28.6,12.0,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54,0.73,3.9,4.88,1.95,38.29,1.95,3.9,1.71,44.15,12.68,19.02,0.24,0.98,8.05,0.49,0.42,1.95,1.22,0.73,0.18,0.07,1.44,1.27,0.17,0.04,-0.02,0.0,1.71,0.0,0.0,0.0,6.34,0.0
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,37.2,,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,,,,0.0,,
2019-2020,16,Leverkusen,de GER,1. Bundesliga,5th,4.1,Matches,75.0,79.7,83.8,79.5,62.5,50.0,,,37.2,0.0,1.71,0.73,89.51,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.05,0.05,0.12,0.2,2.93,2.44,9.02,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.05,0.01,0.05,0.98,0.73,0.24,0.18,0.06,0.08,4.05,0.0,0.01,0.2,0.2,37.32,46.83,451.71,81.46,22.68,27.07,8.54,10.73,1.22,1.95,0.2,-0.12,0.73,1.46,0.73,0.0,46.59,0.0,0.24,0.24,0.98,0.0,0.0,0.0,0.0,0.0,0.24,0.98,,,,,,,,,,,,,,,0.98,0.49,0.0,0.98,0.0,0.49,0.49,0.98,0.49,1.46,0.24,0.0,,,,,,,,,,,17.07,20.0,1.46,0.49,5.37,0.0,0.68,9.02,0.73,8.29,1.06,0.38,,,,,,0.0,1.71,0.0,0.0,0.0,6.34,0.0
