Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
341,Marvin Pieringer,de GER,"FW,MF",Heidenheim,25-232,1999.0,24.5,849,31,103,427,328,97,846,35,16,45.7,15,42.9,467,1979,796,23,22,5,69,24,607,115,Matches,69,2.81,48,1,5,7,7,1,7,0.29,3,0,0,1,2,1
389,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,30-129,1995.0,3.4,220,22,91,100,32,1,220,4,1,25.0,2,50.0,95,536,300,5,4,1,8,2,114,2,Matches,8,2.34,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
230,Matej Kovar,cz CZE,GK,Leverkusen,25-007,2000.0,5.0,155,134,155,0,0,0,155,0,0,,0,,99,489,214,0,0,0,0,0,84,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
178,Mathias Honsak,at AUT,"FW,DF",Heidenheim,28-155,1996.0,13.1,646,39,162,288,205,33,646,23,9,39.1,13,56.5,338,2014,987,37,28,9,38,12,376,58,Matches,41,3.13,22,8,4,5,2,0,5,0.38,0,2,3,0,0,0
426,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,20-027,2005.0,2.8,157,0,15,55,89,14,157,12,6,50.0,6,50.0,109,745,198,6,7,3,4,6,135,34,Matches,4,1.41,3,1,0,0,0,0,2,0.7,2,0,0,0,0,0
329,Mats Pannewig,de GER,MF,Bochum,20-208,2004.0,3.0,182,10,51,89,47,10,182,3,1,33.3,2,66.7,97,397,176,3,3,1,11,8,103,16,Matches,11,3.72,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
138,Matthias Ginter,de GER,DF,Freiburg,31-125,1994.0,28.5,1816,198,845,866,113,56,1816,6,4,66.7,2,33.3,991,5064,2819,11,12,1,10,0,1205,16,Matches,27,0.95,20,2,0,3,2,0,4,0.14,3,0,0,0,1,0
421,Mattias Svanberg,se SWE,MF,Wolfsburg,26-139,1999.0,13.5,520,27,115,249,163,25,520,25,10,40.0,13,52.0,235,1082,489,11,17,1,19,10,279,39,Matches,29,2.14,13,9,1,1,4,1,5,0.37,1,0,1,0,2,1
47,Matúš Bero,sk SVK,MF,Bochum,29-260,1995.0,28.5,1619,58,257,747,637,56,1618,55,19,34.5,36,65.5,736,3206,1418,29,37,9,46,23,833,111,Matches,120,4.21,64,41,4,6,3,2,7,0.25,2,2,2,1,0,0
269,Maurides,br BRA,FW,St. Pauli,31-075,1994.0,0.0,2,0,0,0,2,0,2,0,0,,0,,1,1,0,0,0,0,0,0,2,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
134,Max Geschwill,de GER,DF,Holstein Kiel,23-321,2001.0,14.2,827,80,412,348,72,13,827,5,2,40.0,3,60.0,379,1631,781,6,4,0,5,2,478,16,Matches,24,1.68,18,2,0,2,0,2,2,0.14,1,0,0,0,0,1
280,Max Moerstedt,de GER,FW,Hoffenheim,,,5.0,159,6,15,62,85,31,159,4,1,25.0,3,75.0,84,310,128,6,2,3,13,11,125,36,Matches,16,3.18,11,0,1,1,3,0,0,0.0,0,0,0,0,0,0
363,Max Rosenfelder,de GER,DF,Freiburg,22-103,2003.0,13.9,826,94,367,394,74,11,826,25,14,56.0,10,40.0,445,2701,1477,24,13,4,5,2,515,18,Matches,15,1.08,10,0,3,0,1,1,1,0.07,1,0,0,0,0,0
244,Maxim Leitsch,de GER,DF,Mainz 05,27-006,1998.0,7.5,473,63,214,224,35,13,473,1,0,0.0,0,0.0,173,759,329,4,5,0,8,3,240,5,Matches,7,0.93,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
16,Maximilian Arnold,de GER,MF,Wolfsburg,30-362,1994.0,26.2,1576,86,356,927,308,7,1576,6,1,16.7,3,50.0,787,3069,1200,9,11,0,18,11,885,16,Matches,83,3.17,47,31,1,1,3,0,10,0.38,3,7,0,0,0,0
30,Maximilian Bauer,de GER,DF,Augsburg,25-104,2000.0,7.3,422,45,177,222,24,3,422,0,0,,0,,216,991,539,4,4,0,6,2,260,7,Matches,4,0.55,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0
38,Maximilian Beier,de GER,"FW,MF",Dortmund,22-219,2002.0,17.7,618,16,73,245,308,88,618,51,22,43.1,27,52.9,338,1481,748,24,12,9,39,26,423,124,Matches,55,3.11,38,0,6,4,3,4,7,0.4,5,0,1,1,0,0
59,Maximilian Breunig,de GER,"FW,MF",Heidenheim,24-283,2000.0,3.9,140,5,17,77,51,17,139,7,3,42.9,3,42.9,78,304,138,5,4,2,15,6,96,13,Matches,8,2.06,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0
112,Maximilian Eggestein,de GER,MF,Freiburg,28-167,1996.0,31.6,1757,66,403,1054,315,50,1757,24,11,45.8,13,54.2,813,4178,2107,34,25,3,28,19,1093,41,Matches,51,1.61,42,0,1,3,4,1,5,0.16,5,0,0,0,0,0
278,Maximilian Mittelstädt,de GER,DF,Stuttgart,28-067,1997.0,27.4,2385,106,525,1225,646,32,2385,38,21,55.3,14,36.8,1251,6049,2909,62,52,2,24,8,1541,155,Matches,98,3.57,87,8,2,0,0,1,15,0.55,14,1,0,0,0,0
338,Maximilian Philipp,de GER,"MF,FW",Freiburg,31-084,1994.0,0.2,9,0,1,3,5,0,9,0,0,,0,,3,15,14,0,0,0,1,0,6,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
480,Maximilian Wittek,de GER,DF,Bochum,29-276,1995.0,30.1,1882,105,510,877,512,20,1882,30,12,40.0,14,46.7,769,3496,1783,47,43,7,38,12,860,83,Matches,100,3.33,62,28,1,5,4,0,6,0.2,3,1,0,1,1,0
43,Mergim Berisha,de GER,"FW,MF",Hoffenheim,27-013,1998.0,3.7,93,5,11,35,47,12,93,8,3,37.5,5,62.5,60,195,78,2,3,1,6,3,69,18,Matches,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0
44,Mergim Berisha,de GER,FW,Augsburg,27-013,1998.0,0.4,18,1,1,8,9,3,18,0,0,,0,,11,71,34,2,0,1,2,3,14,8,Matches,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0
361,Merlin Röhl,de GER,"MF,FW",Freiburg,22-323,2002.0,10.7,403,6,46,195,169,28,403,40,12,30.0,25,62.5,217,1475,610,20,15,9,45,22,256,60,Matches,25,2.33,19,0,1,2,2,1,3,0.28,1,0,0,1,1,0
226,Mert Kömür,de GER,MF,Augsburg,19-311,2005.0,7.3,313,8,43,123,151,17,313,22,12,54.5,7,31.8,185,1047,550,18,17,4,22,23,217,46,Matches,25,3.44,9,11,2,2,1,0,1,0.14,0,1,0,0,0,0
147,Michael Gregoritsch,at AUT,FW,Freiburg,31-036,1994.0,7.1,220,6,27,96,99,33,220,7,4,57.1,3,42.9,94,425,202,6,3,3,14,9,149,36,Matches,19,2.67,15,0,1,2,0,1,5,0.7,3,0,0,2,0,0
315,Michael Olise,fr FRA,"FW,MF",Bayern Munich,23-163,2001.0,25.9,1957,18,107,665,1208,148,1957,151,72,47.7,60,39.7,1305,7418,3808,119,69,46,59,29,1556,381,Matches,169,6.51,121,17,15,7,9,0,25,0.96,13,3,2,3,4,0
491,Michael Zetterer,de GER,GK,Werder Bremen,29-316,1995.0,34.0,1391,1153,1374,18,0,0,1391,1,1,100.0,0,0.0,1000,6473,3312,0,0,0,1,0,830,0,Matches,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
29,Michy Batshuayi,be BEL,FW,Eint Frankfurt,31-234,1993.0,3.3,101,1,8,57,37,14,101,7,2,28.6,5,71.4,60,319,103,3,2,2,11,1,67,15,Matches,4,1.2,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
209,Mikkel Kaufmann,dk DEN,FW,Heidenheim,24-141,2001.0,4.1,139,6,19,71,51,12,139,7,2,28.6,3,42.9,77,367,171,4,6,4,11,2,99,21,Matches,12,2.92,7,1,0,1,3,0,1,0.24,0,0,0,0,1,0
455,Miloš Veljković,rs SRB,DF,Werder Bremen,29-240,1995.0,11.4,738,67,327,368,45,5,738,0,0,,0,,460,2047,1146,9,6,0,2,2,507,2,Matches,14,1.22,14,0,0,0,0,0,1,0.09,1,0,0,0,0,0
472,Mitchell Weiser,de GER,"DF,MF",Werder Bremen,31-033,1994.0,31.9,1949,60,400,929,641,109,1949,84,35,41.7,41,48.8,990,4219,2131,65,44,13,71,36,1210,200,Matches,87,2.73,73,2,2,3,5,2,13,0.41,12,0,0,1,0,0
13,Mohamed Amoura,dz ALG,FW,Wolfsburg,25-015,2000.0,27.4,1106,17,119,385,629,127,1104,91,37,40.7,48,52.7,628,4108,2067,81,46,35,86,18,733,244,Matches,80,2.92,56,2,6,10,4,2,13,0.47,12,0,1,0,0,0
399,Mohamed Simakan,fr FRA,DF,RB Leipzig,25-021,2000.0,0.6,52,0,9,35,9,2,52,1,0,0.0,0,0.0,27,130,70,3,1,0,0,0,39,4,Matches,3,5.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
154,Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,27-075,1998.0,20.1,832,30,116,343,384,103,832,48,21,43.8,22,45.8,384,2098,1035,42,28,22,50,24,565,135,Matches,52,2.59,38,0,7,3,2,2,4,0.2,2,0,1,1,0,0
60,Moritz Broschinski,de GER,"FW,MF",Bochum,24-243,2000.0,15.4,552,19,54,211,297,68,552,53,14,26.4,38,71.7,322,1887,814,37,21,13,69,33,385,130,Matches,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0
196,Moritz Jenz,de GER,DF,Mainz 05,26-024,1999.0,17.8,1098,161,565,500,36,20,1098,5,2,40.0,2,40.0,510,2205,958,1,2,1,7,0,592,3,Matches,11,0.62,8,0,0,3,0,0,2,0.11,1,0,0,1,0,0
302,Moritz Nicolas,de GER,GK,Gladbach,27-215,1997.0,18.2,838,692,835,3,0,0,838,0,0,,0,,575,2773,1548,0,0,0,0,0,508,0,Matches,1,0.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
238,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,27-026,1998.0,1.9,104,1,12,48,45,3,104,7,6,85.7,1,14.3,63,303,128,4,1,1,6,2,77,16,Matches,9,4.68,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
52,Myron Boadu,nl NED,FW,Bochum,24-130,2001.0,11.6,287,7,19,123,150,46,286,23,11,47.8,12,52.2,179,840,343,12,9,7,30,15,209,70,Matches,30,2.59,22,0,4,1,3,0,3,0.26,1,0,2,0,0,0
12,Nadiem Amiri,de GER,MF,Mainz 05,28-209,1996.0,27.5,2093,45,360,1159,604,49,2091,67,32,47.8,31,46.3,1134,5414,2578,50,43,14,42,27,1307,64,Matches,119,4.33,74,30,6,5,3,1,15,0.55,13,0,0,2,0,0
292,Nathan N'Goumou,cm CMR,FW,Gladbach,25-071,2000.0,9.2,386,13,68,132,192,55,386,27,9,33.3,12,44.4,215,1456,851,30,18,16,12,11,258,85,Matches,22,2.39,16,0,2,3,1,0,5,0.54,4,0,0,1,0,0
427,Nathan Tella,ng NGA,"MF,FW",Leverkusen,25-323,1999.0,15.1,529,8,54,189,290,67,529,51,19,37.3,25,49.0,308,1708,811,38,13,17,39,16,389,130,Matches,32,2.12,23,0,3,4,2,0,7,0.46,6,0,1,0,0,0
61,Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,21-342,2003.0,21.6,1174,43,314,485,389,50,1174,33,11,33.3,17,51.5,600,3259,1680,45,31,6,30,12,658,119,Matches,64,2.96,44,16,0,2,2,0,11,0.51,7,3,0,1,0,0
239,Nediljko Labrović,hr CRO,GK,Augsburg,25-226,1999.0,15.0,546,451,537,9,0,0,546,0,0,,0,,306,1571,923,0,0,0,0,0,238,0,Matches,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
471,Nelson Weiper,de GER,"FW,MF",Mainz 05,20-068,2005.0,7.8,311,5,22,127,164,50,311,21,10,47.6,11,52.4,149,702,248,12,6,5,54,11,213,62,Matches,16,2.05,11,0,2,3,0,0,2,0.26,2,0,0,0,0,0
482,Nick Woltemade,de GER,"FW,MF",Stuttgart,23-099,2002.0,18.0,788,19,60,332,405,159,785,71,31,43.7,37,52.1,470,2268,971,31,28,22,84,50,623,141,Matches,79,4.38,55,0,8,12,3,1,10,0.55,5,0,4,1,0,0
115,Nico Elvedi,ch SUI,DF,Gladbach,28-236,1996.0,23.7,1827,352,1052,730,48,17,1827,0,0,,0,,953,4744,2540,20,12,0,6,1,1152,5,Matches,16,0.67,15,0,0,1,0,0,4,0.17,3,0,0,1,0,0
386,Nico Schlotterbeck,de GER,DF,Dortmund,25-174,1999.0,22.0,2297,193,831,1338,150,21,2297,22,14,63.6,5,22.7,1467,6646,4107,37,30,1,12,10,1674,14,Matches,50,2.27,41,4,1,2,1,1,6,0.27,4,2,0,0,0,0
354,Nicolai Remberg,de GER,MF,Holstein Kiel,24-339,2000.0,26.9,1316,121,429,757,147,26,1316,25,7,28.0,13,52.0,552,2853,1346,25,19,0,22,18,743,31,Matches,30,1.12,24,0,0,3,3,0,3,0.11,3,0,0,0,0,0
170,Nicolas Höfler,de GER,MF,Freiburg,35-076,1990.0,8.8,482,37,134,284,68,4,482,4,4,100.0,0,0.0,199,862,191,1,3,1,10,10,267,3,Matches,13,1.47,12,0,0,0,1,0,1,0.11,1,0,0,0,0,0
392,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,24-020,2001.0,23.2,1607,107,442,948,226,8,1607,10,4,40.0,6,60.0,760,2905,1400,17,20,2,9,8,1025,30,Matches,49,2.12,39,10,0,0,0,0,3,0.13,3,0,0,0,0,0
305,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,24-204,2000.0,4.2,295,16,93,133,77,8,295,16,7,43.8,7,43.8,178,977,539,17,14,1,7,4,175,21,Matches,16,3.77,11,3,1,0,0,1,1,0.24,0,1,0,0,0,0
104,Niklas Dorsch,de GER,MF,Augsburg,27-129,1998.0,0.4,29,1,3,18,8,0,29,1,0,0.0,1,100.0,15,57,32,1,1,0,0,0,21,0,Matches,1,2.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
105,Niklas Dorsch,de GER,MF,Heidenheim,27-129,1998.0,14.8,798,32,190,480,147,8,798,14,7,50.0,6,42.9,459,2364,1013,13,10,1,16,13,489,21,Matches,1,2.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
414,Niklas Stark,de GER,DF,Werder Bremen,30-040,1995.0,23.4,1558,161,813,697,49,14,1558,1,1,100.0,0,0.0,882,3545,1549,7,3,0,7,0,1003,3,Matches,11,0.47,9,1,0,0,1,0,2,0.09,2,0,0,0,0,0
420,Niklas Süle,de GER,DF,Dortmund,29-263,1995.0,11.7,1038,103,436,531,75,9,1038,7,3,42.9,4,57.1,668,2836,1539,15,12,0,3,0,798,10,Matches,15,1.28,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0
453,Nikola Vasilj,ba BIH,GK,St. Pauli,29-173,1995.0,33.0,1493,1049,1472,22,0,0,1493,1,1,100.0,0,0.0,909,4574,2567,0,0,0,0,0,920,0,Matches,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
294,Nikolas Nartey,dk DEN,MF,Stuttgart,25-091,2000.0,0.2,9,3,6,1,2,0,9,0,0,,0,,3,17,3,0,0,0,0,0,2,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
456,Nikolas Veratschnig,at AUT,"DF,MF",Mainz 05,22-120,2003.0,4.0,200,7,36,72,94,18,200,11,2,18.2,7,63.6,99,434,211,7,3,2,7,3,102,30,Matches,9,2.23,6,2,0,0,1,0,0,0.0,0,0,0,0,0,0
83,Nnamdi Collins,de GER,DF,Eint Frankfurt,21-134,2004.0,16.5,1107,85,411,541,159,19,1107,34,12,35.3,18,52.9,623,3297,1420,30,21,6,17,11,690,42,Matches,9,0.54,7,0,2,0,0,0,3,0.18,1,0,2,0,0,0
19,Noah Atubolu,de GER,GK,Freiburg,22-364,2002.0,25.6,1198,918,1188,11,0,0,1198,0,0,,0,,680,3599,1803,0,0,0,0,0,680,0,Matches,6,0.23,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
336,Noah Pesch,hr CRO,FW,Gladbach,20-006,2005.0,0.1,5,0,0,1,4,0,5,0,0,,0,,2,17,16,0,0,0,0,0,2,1,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
473,Noah Weißhaupt,de GER,"FW,MF",St. Pauli,23-246,2001.0,12.9,509,6,61,192,264,43,509,38,13,34.2,17,44.7,306,2019,1010,42,27,17,37,11,355,94,Matches,42,3.26,19,8,4,2,9,0,1,0.08,1,0,0,0,0,0
474,Noah Weißhaupt,de GER,FW,Freiburg,23-246,2001.0,0.9,59,1,4,18,37,5,59,4,1,25.0,2,50.0,49,362,210,8,7,4,3,0,52,10,Matches,42,3.26,19,8,4,2,9,0,1,0.08,1,0,0,0,0,0
26,Noahkai Banks,us USA,DF,Augsburg,18-174,2006.0,3.1,229,23,94,124,14,2,229,1,0,0.0,1,100.0,123,580,253,2,5,0,2,1,129,3,Matches,1,0.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
283,Nordi Mukiele,fr FRA,DF,Leverkusen,27-204,1997.0,10.0,725,27,184,407,141,22,725,17,9,52.9,7,41.2,363,1750,992,20,14,6,10,3,441,28,Matches,15,1.5,11,0,2,1,0,1,1,0.1,0,0,0,1,0,0
430,Norman Theuerkauf,de GER,MF,Heidenheim,38-120,1987.0,0.2,21,0,4,14,3,1,21,0,0,,0,,8,18,10,0,0,0,0,0,13,0,Matches,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
4,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,27-101,1998.0,18.2,741,13,84,304,365,62,741,98,48,49.0,43,43.9,495,3452,1392,53,43,28,63,45,555,108,Matches,52,2.86,28,0,12,7,5,0,6,0.33,3,0,3,0,0,0
31,Oliver Baumann,de GER,GK,Hoffenheim,34-356,1990.0,28.0,1147,901,1123,25,0,0,1147,1,1,100.0,0,0.0,678,3213,1803,0,0,0,0,0,574,0,Matches,10,0.36,6,4,0,0,0,0,2,0.07,0,2,0,0,0,0
67,Oliver Burke,sct SCO,FW,Werder Bremen,28-047,1997.0,10.1,440,5,38,167,241,79,440,12,7,58.3,5,41.7,246,1353,493,22,12,14,38,13,329,88,Matches,33,3.27,24,1,2,4,1,1,2,0.2,0,1,0,0,0,1
96,Olivier Deman,be BEL,DF,Werder Bremen,25-048,2000.0,0.7,75,3,30,26,19,2,75,1,0,0.0,1,100.0,31,225,72,2,0,0,0,0,31,1,Matches,1,1.34,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
263,Omar Marmoush,eg EGY,FW,Eint Frankfurt,26-106,1999.0,16.1,671,1,40,230,421,109,669,101,46,45.5,46,45.5,442,3318,1810,73,53,45,66,37,483,125,Matches,91,5.66,39,20,13,9,9,1,21,1.31,7,3,6,3,2,0
438,Omar Traoré,de GER,DF,Heidenheim,27-109,1998.0,29.1,1712,70,516,775,448,21,1712,64,25,39.1,31,48.4,922,5801,3338,103,53,6,40,22,994,115,Matches,54,1.86,42,3,4,2,3,0,2,0.07,2,0,0,0,0,0
183,Oscar Højlund,dk DEN,MF,Eint Frankfurt,20-140,2005.0,8.0,497,10,125,292,83,11,497,11,8,72.7,3,27.3,291,1352,625,17,8,5,18,11,338,9,Matches,17,2.12,11,0,1,2,0,3,1,0.12,0,0,1,0,0,0
151,Pascal Groß,de GER,"MF,DF",Dortmund,33-343,1991.0,25.9,2178,60,416,1150,625,50,2178,9,3,33.3,6,66.7,1149,5044,2372,41,43,5,22,9,1510,122,Matches,96,3.71,58,29,1,6,1,1,17,0.66,14,0,1,1,0,1
415,Pascal Stenzel,de GER,DF,Stuttgart,29-065,1996.0,3.2,246,6,60,111,77,6,246,0,0,,0,,136,523,206,2,5,0,2,0,146,16,Matches,13,4.03,5,5,0,3,0,0,0,0.0,0,0,0,0,0,0
106,Patrick Drewes,de GER,GK,Bochum,32-109,1993.0,21.0,913,709,902,11,0,0,913,0,0,,0,,479,2471,1284,0,0,0,0,0,425,0,Matches,2,0.1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
117,Patrick Erras,de GER,DF,Holstein Kiel,30-123,1995.0,9.2,622,124,357,242,23,14,622,0,0,,0,,282,1063,596,3,1,0,3,0,413,1,Matches,8,0.87,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
254,Patrick Mainka,de GER,DF,Heidenheim,30-199,1994.0,34.0,2136,286,1205,825,123,43,2136,11,6,54.5,3,27.3,1171,6249,3395,21,21,1,16,8,1257,12,Matches,28,0.82,23,0,0,5,0,0,2,0.06,0,0,0,2,0,0
323,Patrick Osterhage,de GER,MF,Freiburg,25-112,2000.0,25.2,1259,45,282,723,261,35,1259,27,11,40.7,12,44.4,636,3236,1416,26,18,4,26,20,800,50,Matches,41,1.63,30,0,1,4,4,2,4,0.16,2,0,0,2,0,0
476,Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,23-359,2001.0,19.7,920,20,160,410,370,63,920,69,37,53.6,29,42.0,504,3056,1525,46,44,13,43,27,532,75,Matches,71,3.61,45,8,8,2,5,3,12,0.61,7,1,1,1,1,1
382,Patrik Schick,cz CZE,FW,Leverkusen,29-120,1996.0,18.7,578,16,52,244,287,108,577,26,10,38.5,14,53.8,312,1042,266,7,2,7,43,30,452,107,Matches,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0
165,Paul Hennrich,de GER,MF,Hoffenheim,20-079,2005.0,0.1,6,0,2,0,4,0,6,2,0,0.0,1,50.0,3,27,10,1,0,0,1,0,2,0,Matches,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
295,Paul Nebel,de GER,MF,Mainz 05,22-226,2002.0,26.1,1516,29,182,635,717,73,1516,64,25,39.1,36,56.3,894,4572,1820,67,45,19,67,43,1079,219,Matches,84,3.23,57,5,7,4,9,2,6,0.23,5,0,0,0,1,0
467,Paul Wanner,de GER,"MF,FW",Heidenheim,19-152,2005.0,19.7,935,19,138,480,338,41,934,59,25,42.4,29,49.2,496,2613,1109,28,29,6,45,37,575,65,Matches,51,2.59,30,9,1,6,5,0,7,0.36,5,0,0,2,0,0
204,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,33-029,1992.0,17.5,1016,52,255,415,348,31,1016,8,5,62.5,3,37.5,456,1808,872,15,19,1,6,3,605,86,Matches,41,2.34,29,7,3,1,0,1,1,0.06,1,0,0,0,0,0
163,Phil Harres,de GER,FW,Holstein Kiel,23-060,2002.0,17.2,481,22,59,262,165,61,481,24,5,20.8,17,70.8,240,1013,375,12,15,10,64,24,318,71,Matches,22,1.28,14,0,0,4,4,0,5,0.29,1,0,0,2,2,0
172,Philipp Hofmann,de GER,FW,Bochum,32-055,1993.0,25.3,938,40,88,548,307,100,938,20,10,50.0,10,50.0,486,1632,456,8,15,2,55,32,731,112,Matches,55,2.17,42,0,0,9,2,2,3,0.12,2,0,0,1,0,0
246,Philipp Lienhart,at AUT,DF,Freiburg,28-317,1996.0,30.8,2520,237,1182,1223,124,19,2520,10,4,40.0,5,50.0,1444,8922,4885,44,19,1,10,2,1712,9,Matches,26,0.84,20,4,0,0,1,1,2,0.06,1,1,0,0,0,0
375,Philipp Sander,de GER,MF,Gladbach,27-092,1998.0,15.6,921,53,257,524,151,17,921,18,11,61.1,6,33.3,473,2265,1024,16,15,5,16,7,575,29,Matches,28,1.8,20,4,1,3,0,0,1,0.06,1,0,0,0,0,0
440,Philipp Treu,de GER,"MF,DF",St. Pauli,24-172,2000.0,32.0,1867,94,564,795,530,46,1867,39,13,33.3,19,48.7,825,4427,2159,58,42,11,34,12,979,117,Matches,69,2.16,50,5,5,4,4,1,5,0.16,3,1,1,0,0,0
432,Phillip Tietz,de GER,FW,Augsburg,27-319,1997.0,18.7,677,22,68,298,320,89,676,31,15,48.4,15,48.4,347,1102,318,8,12,4,46,17,502,113,Matches,48,2.56,35,1,3,7,2,0,5,0.27,2,0,1,2,0,0
290,Phillipp Mwene,at AUT,DF,Mainz 05,31-115,1994.0,29.0,1555,68,356,628,586,49,1555,50,22,44.0,25,50.0,775,4375,1993,62,49,12,47,26,893,144,Matches,63,2.18,51,8,0,1,2,1,10,0.35,8,1,0,0,1,0
168,Piero Hincapié,ec ECU,DF,Leverkusen,23-135,2002.0,29.7,2456,214,824,1288,350,48,2456,17,5,29.4,10,58.8,1366,7178,4318,52,48,6,19,5,1705,72,Matches,35,1.18,27,1,0,6,0,1,3,0.1,3,0,0,0,0,0
156,Péter Gulácsi,hu HUN,GK,RB Leipzig,35-018,1990.0,29.2,994,821,975,20,0,0,994,0,0,,0,,518,2411,1221,0,0,0,1,0,425,0,Matches,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
164,Ramon Hendriks,nl NED,DF,Stuttgart,23-310,2001.0,12.8,839,67,338,418,86,11,839,9,5,55.6,4,44.4,418,2028,761,8,5,2,6,4,499,22,Matches,13,1.01,8,3,1,1,0,0,2,0.16,2,0,0,0,0,0
42,Ramy Bensebaini,dz ALG,DF,Dortmund,30-038,1995.0,22.5,1766,110,513,914,349,36,1766,18,5,27.8,11,61.1,941,3896,1924,26,32,2,16,6,1094,58,Matches,39,1.74,33,3,0,2,0,1,10,0.45,8,1,0,0,0,1
215,Rani Khedira,de GER,MF,Union Berlin,31-117,1994.0,30.3,1246,81,337,710,207,30,1246,11,5,45.5,6,54.5,506,2097,738,12,10,2,24,10,617,34,Matches,33,1.09,31,0,0,1,0,1,2,0.07,2,0,0,0,0,0
153,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,31-153,1993.0,17.5,1487,34,253,687,554,55,1487,20,10,50.0,9,45.0,820,3556,1831,39,40,5,16,15,1117,126,Matches,54,3.09,49,3,0,2,0,0,10,0.57,8,0,0,2,0,0
235,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,27-317,1997.0,27.9,1955,125,590,870,509,61,1955,49,22,44.9,24,49.0,1084,4560,2320,51,36,9,37,15,1218,162,Matches,60,2.15,46,4,2,5,2,1,10,0.36,5,0,1,3,0,1
23,Ridle Baku,de GER,"FW,MF",Wolfsburg,27-046,1998.0,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,Matches,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0
24,Ridle Baku,de GER,"DF,MF",RB Leipzig,27-046,1998.0,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,Matches,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0
102,Ritsu Doan,jp JPN,"FW,MF",Freiburg,26-342,1998.0,31.8,1537,40,215,665,679,108,1537,127,56,44.1,59,46.5,827,4440,2089,64,54,26,58,62,1031,178,Matches,111,3.49,68,2,14,9,15,3,16,0.5,11,1,1,1,1,1
14,Robert Andrich,de GER,"MF,DF",Leverkusen,30-244,1994.0,17.8,1114,45,252,646,220,20,1114,5,2,40.0,1,20.0,526,2140,886,8,14,1,7,1,792,17,Matches,33,1.86,25,0,1,5,1,1,4,0.23,3,0,0,1,0,0
