Rk,Player,Nation,Pos,Squad,Age,Born,90s,xG,npxG,xAG,npxG+xAG,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,xA,A-xAG,SCA90,GCA90,Tkl%,Succ%,Tkld%,Min%,PPM,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Won%,MP_per90,Starts_per90,Min_per90,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,FK_per90,Cmp_per90,Att_per90,TotDist_per90,PrgDist_per90,Cmp.1_per90,Att.1_per90,Cmp.2_per90,Att.2_per90,Cmp.3_per90,Att.3_per90,KP_per90,1/3_per90,PPA_per90,CrsPA_per90,Live_per90,Dead_per90,TB_per90,Sw_per90,Crs_per90,TI_per90,CK_per90,In_per90,Out_per90,Str_per90,Off_per90,Blocks_per90,SCA_per90,PassLive_per90,PassDead_per90,TO_per90,Fld_per90,Def_per90,GCA_per90,PassLive.1_per90,PassDead.1_per90,TO.1_per90,Fld.1_per90,Def.1_per90,Tkl_per90,TklW_per90,Def 3rd_per90,Mid 3rd_per90,Att 3rd_per90,Tkl.1_per90,Lost_per90,Pass_per90,Int_per90,Tkl+Int_per90,Clr_per90,Err_per90,Touches_per90,Def Pen_per90,Att Pen_per90,Succ_per90,Tkld_per90,Carries_per90,CPA_per90,Mis_per90,Dis_per90,Rec_per90,Mn/MP_per90,Mn/Start_per90,Compl_per90,Subs_per90,Mn/Sub_per90,unSub_per90,onG_per90,onGA_per90,+/-_per90,2CrdY_per90,Fls_per90,PKwon_per90,PKcon_per90,OG_per90,Recov_per90,Won_per90
,Alejo Sarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332.0,Aleksandar Pavlovic,de GER,MF,Bayern Munich,20.0,2004.0,16.1,0.6,0.6,0.2,0.8,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.05,0.03,0.05,Matches,44.4,0.56,0.25,0.11,0.25,20.4,0.06,0.4,0.4,93.3,96.6,95.1,73.1,1.9,-0.2,1.86,0.19,68.8,100.0,0.0,47.4,2.38,2.29,0.62,34.5,12.6,21.9,1.36,-0.56,54.5,1.3,1.12,90.12,0.06,0.0,0.06,0.06,0.0,0.0,0.12,0.0,0.93,7.95,2.05,0.56,0.25,0.0,89.25,95.71,1396.02,333.79,49.25,50.99,33.98,35.71,4.72,6.46,0.43,10.5,0.81,0.06,94.97,0.68,0.31,0.37,0.31,0.19,0.0,0.0,0.0,0.0,0.06,0.56,1.86,1.8,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,2.36,1.3,0.81,0.93,0.62,1.37,0.62,0.93,0.31,2.67,0.87,0.0,102.36,1.06,0.68,0.31,0.0,64.29,0.19,0.81,0.12,87.02,4.29,4.72,0.5,0.19,1.61,0.19,3.04,0.75,2.3,0.0,1.06,0.0,0.0,0.0,4.47,0.75
46.0,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25.0,1998.0,14.0,4.1,4.1,1.3,5.5,0.5,0.14,0.64,0.5,0.64,0.29,0.1,0.39,0.29,0.39,Matches,51.9,1.92,1.0,0.26,0.5,17.5,0.15,2.9,2.9,60.5,71.0,64.9,36.4,1.2,0.7,2.57,0.5,64.5,41.5,49.1,41.3,0.79,-0.64,0.46,16.5,23.3,-6.8,-0.49,0.23,35.8,1.36,1.07,90.21,0.5,0.14,0.64,0.5,0.0,0.0,0.21,0.0,1.79,2.36,5.14,1.93,1.0,0.0,13.79,22.79,226.0,76.86,6.64,9.36,5.29,8.14,1.14,3.14,1.21,1.14,0.71,0.29,21.0,1.64,0.14,0.29,2.43,0.57,0.71,0.29,0.36,0.07,0.14,0.93,2.57,1.5,0.36,0.29,0.07,0.07,0.5,0.14,0.0,0.14,0.07,0.07,2.07,1.07,0.64,0.64,0.79,1.43,0.79,1.0,0.36,2.43,1.79,0.0,37.14,1.64,2.93,1.57,1.86,18.86,0.93,2.57,1.29,21.71,4.71,5.36,0.29,0.29,2.43,0.07,1.5,2.14,-0.64,0.0,1.5,0.07,0.0,0.0,3.21,1.36
274.0,Alexander Meyer,de GER,GK,Dortmund,33.0,1991.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,,0.0,0.0,,,,,0.0,0.0,65.1,100.0,96.6,40.4,0.0,-0.1,0.5,0.0,,,,5.9,1.5,-0.5,-1.16,2.9,2.5,0.4,0.2,-0.36,,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41.5,770.5,532.0,3.5,3.5,14.0,14.5,9.5,23.5,0.5,1.0,0.0,0.0,34.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,32.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,21.0,45.0,45.0,1.0,0.0,,15.5,1.5,2.0,-0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0
309.0,Alexander Nübel,de GER,GK,Stuttgart,27.0,1996.0,34.0,0.0,0.0,0.3,0.3,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,,0.0,0.0,,,,,0.0,0.0,77.0,98.9,98.1,49.2,0.2,0.7,0.29,0.09,0.0,100.0,0.0,100.0,1.47,0.32,,62.3,46.9,15.4,0.45,,80.0,1.0,1.0,90.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.68,38.56,750.24,562.35,7.59,7.68,13.97,14.24,8.03,16.32,0.09,0.44,0.03,0.0,32.26,6.12,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.29,0.24,0.06,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.53,0.09,40.5,32.74,0.0,0.03,0.0,24.21,0.0,0.03,0.0,23.68,2.65,2.65,1.0,0.0,,0.0,1.88,1.56,0.32,0.0,0.0,0.0,0.0,0.0,2.12,0.12
345.0,Alexander Prass,at AUT,DF,Hoffenheim,23.0,2001.0,17.4,0.9,0.9,2.8,3.6,0.0,0.06,0.06,0.0,0.06,0.05,0.16,0.21,0.05,0.21,Matches,8.3,0.69,0.06,0.0,0.0,18.6,0.07,-0.9,-0.9,72.7,86.7,76.5,42.3,2.8,-1.8,2.01,0.29,40.7,47.6,40.5,51.2,1.0,-0.4,0.5,22.0,27.6,-5.6,-0.32,0.14,44.1,1.32,1.09,90.0,0.0,0.06,0.06,0.0,0.0,0.0,0.06,0.0,1.61,3.62,3.79,0.69,0.06,0.06,40.46,55.69,670.4,234.83,19.14,22.07,17.36,22.7,2.99,7.07,1.03,2.47,1.55,0.63,46.26,9.14,0.17,0.11,3.1,8.28,0.06,0.0,0.06,0.0,0.29,1.72,2.01,1.67,0.06,0.23,0.06,0.0,0.29,0.17,0.06,0.0,0.06,0.0,2.41,1.32,1.38,0.86,0.17,1.38,2.01,1.55,0.52,2.93,3.05,0.23,68.91,4.08,1.84,1.15,0.98,34.77,0.29,1.21,0.57,39.6,3.91,4.48,0.4,0.23,1.15,0.23,1.32,1.72,-0.4,0.0,0.98,0.06,0.0,0.0,5.29,0.86
390.0,Alexander Schwolow,de GER,GK,Union Berlin,32.0,1992.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,0.0,0.0,,,,,0.0,0.0,71.5,100.0,98.6,39.8,0.1,0.0,0.0,0.0,,,,17.6,1.0,-1.33,-1.05,7.2,9.5,-2.3,-0.39,-0.09,100.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.67,34.5,641.67,461.83,6.83,6.83,11.67,11.83,6.17,15.5,0.0,0.33,0.33,0.0,26.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.17,36.33,29.5,0.0,0.0,0.0,23.0,0.0,0.0,0.0,20.5,15.0,15.0,1.0,0.0,,4.33,0.83,2.17,-1.33,0.0,0.0,0.0,0.0,0.0,1.67,0.17
82.0,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26.0,1998.0,23.4,4.7,4.7,1.2,5.9,0.38,0.09,0.47,0.38,0.47,0.2,0.05,0.25,0.2,0.25,Matches,37.3,2.52,0.94,0.15,0.41,20.5,0.08,4.3,4.3,82.9,85.4,89.5,70.5,1.9,0.8,3.29,0.26,50.0,46.7,44.4,68.9,1.36,0.04,1.65,22.6,28.5,-5.9,-0.25,0.54,37.8,1.2,1.07,90.13,0.38,0.09,0.47,0.38,0.0,0.0,0.17,0.0,2.52,2.61,4.36,2.52,0.94,0.04,23.21,27.99,350.98,60.3,12.48,14.62,8.76,9.79,1.32,1.88,0.9,1.62,0.9,0.21,27.09,0.9,0.13,0.13,0.9,0.13,0.0,0.0,0.0,0.0,0.0,0.68,3.29,2.31,0.04,0.34,0.47,0.0,0.26,0.13,0.0,0.04,0.09,0.0,1.75,1.11,0.51,0.64,0.6,0.73,0.73,0.68,0.64,2.39,0.34,0.04,42.48,0.56,2.74,1.79,1.71,26.45,0.38,3.63,2.14,31.07,3.21,3.42,0.3,0.13,1.58,0.13,0.98,0.94,0.04,0.0,1.11,0.04,0.0,0.0,3.08,0.6
22.0,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,21.0,2002.0,1.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.35,0.18,0.35,Matches,25.0,3.96,0.99,0.0,0.0,26.5,0.05,-0.2,-0.2,55.0,66.7,62.5,,0.2,-0.2,2.93,0.0,,22.2,66.7,3.0,0.0,-2.97,-2.03,0.9,4.5,-3.6,-3.56,-3.02,0.0,5.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,4.0,1.0,0.0,11.0,20.0,187.0,62.0,6.0,9.0,5.0,8.0,0.0,0.0,2.0,1.0,2.0,1.0,18.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,43.0,0.0,2.0,2.0,6.0,30.0,0.0,5.0,3.0,29.0,18.0,,0.0,5.0,18.0,1.0,0.0,3.0,-3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
213.0,Aljoscha Kemlein,de GER,MF,Union Berlin,19.0,2004.0,10.2,0.9,0.9,0.6,1.5,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,Matches,27.3,1.07,0.29,0.09,0.33,17.4,0.09,0.1,0.1,75.5,83.6,80.0,62.5,0.7,-0.6,2.05,0.2,35.7,66.7,33.3,30.1,0.8,-1.07,-0.86,11.5,14.3,-2.8,-0.27,0.06,57.6,1.47,1.08,90.39,0.1,0.0,0.1,0.1,0.0,0.0,0.29,0.0,0.49,4.12,1.86,1.08,0.29,0.1,34.41,45.59,584.31,165.88,15.98,19.12,12.94,16.18,3.92,6.27,0.98,2.75,0.59,0.1,43.63,1.57,0.0,0.39,0.49,0.1,0.29,0.2,0.0,0.1,0.39,0.78,2.06,1.76,0.2,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.98,0.39,0.39,0.49,0.1,0.49,0.88,1.08,0.59,1.57,1.47,0.0,53.82,1.57,1.76,0.59,0.29,25.49,0.1,1.08,0.1,32.25,5.98,7.55,0.39,0.39,1.96,0.39,0.59,1.67,-1.08,0.0,1.47,0.0,0.1,0.0,5.69,1.86
