Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,G+A-PK,xG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG,TotDist,PrgDist,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,PrgR,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,2CrdY,Fls,PKwon,PKcon,Recov,Won,Won%
All teams,28.7,26.3,50.0,,,,38.0,54.1,40.2,94.3,50.6,3.4,4.2,79.9,2.6,53.9,50.7,40.2,90.9,712.6,1404.3,2.4,2.5,55.8,1.5,168.4,113.6,69.2,14.4,9.3,14.4,8.9,23.4,3.4,0.7,0.0,0.6,6.2,1.6,54.8,0.3,0.7,0.0,165.6,507.0,32.6,1110.9,162.7,35.7,31.0,517.4,36.6,7.2,45.7,1.2,13.0,488.4,164.2,33.6,12.9,4.3,0.1,0.3,16.6,0.1,0.2,-0.0,258900.2,89068.5,35.8,-0.0,370.7,1173.6,317.2,75.8,16788.1,1643.9,64.5,84.3,668.8,625.1,117.0,37.6,3.8,63.8,321.6,868.0,22.8,642.7,69.4,49.2,36.4,15.3,93.9,2.5,668.6,399.5,309.8,261.2,97.6,51.0,297.6,273.2,301.6,970.2,907.8,32.1,22769.8,2576.4,945.0,297.6,43.2,310.9,45.1,12777.4,220.6,522.2,357.7,14905.4,1389.9,90.0,100.0,82.5,256.2,160.4,19.0,181.0,1.4,55.8,55.8,0.0,0.0,53.9,53.9,-0.0,0.0,1.3,419.9,3.7,4.2,1579.8,493.3,50.0
